name,shots,goals,assists,hits,time_ice,pen_min,team_id,player_id,game_id,date,pp_goals,pp_assists,fo_wins,fo,takeaways,giveaways,goals_sh,assists_sh,blocks,plus_minus,time_ice_even,time_ice_sh,time_ice_pp,team,pos
N. Thompson,1,0,0,3.0,763,0,8,8470775,2019020086,20191015,0,0,11,15,0.0,0.0,0,0,1.0,0,763,0,0,MTL,C
J. Petry,6,1,0,1.0,1444,0,8,8473507,2019020086,20191015,1,0,0,0,0.0,1.0,0,0,1.0,0,1093,33,318,MTL,D
A. Killorn,0,0,0,2.0,1188,0,14,8473986,2019020086,20191015,0,0,0,0,1.0,1.0,0,0,1.0,0,816,372,0,TBL,LW
K. Shattenkirk,2,0,0,2.0,1142,2,14,8474031,2019020086,20191015,0,0,0,0,0.0,0.0,0,0,1.0,0,1079,63,0,TBL,D
P. Maroon,3,0,0,3.0,557,0,14,8474034,2019020086,20191015,0,0,1,1,0.0,0.0,0,0,1.0,0,524,0,33,TBL,LW
P. Byron,0,0,0,5.0,828,0,8,8474038,2019020086,20191015,0,0,0,0,2.0,0.0,0,0,0.0,0,828,0,0,MTL,LW
R. McDonagh,1,0,1,0.0,1596,0,14,8474151,2019020086,20191015,0,0,0,0,1.0,0.0,0,0,6.0,1,1209,387,0,TBL,D
S. Stamkos,1,1,1,0.0,1016,0,14,8474564,2019020086,20191015,1,0,2,6,1.0,2.0,0,0,2.0,1,959,24,33,TBL,C
L. Witkowski,0,0,0,9.0,467,0,14,8474722,2019020086,20191015,0,0,0,0,0.0,1.0,0,0,0.0,0,467,0,0,TBL,RW
T. Johnson,2,1,0,1.0,803,0,14,8474870,2019020086,20191015,0,0,3,5,0.0,0.0,0,0,0.0,1,803,0,0,TBL,C
V. Hedman,1,0,1,0.0,1160,2,14,8475167,2019020086,20191015,0,1,0,0,0.0,2.0,0,0,2.0,0,950,177,33,TBL,D
T. Tatar,3,0,0,1.0,1128,0,8,8475193,2019020086,20191015,0,0,0,1,0.0,0.0,0,0,0.0,0,827,0,301,MTL,LW
B. Chiarot,3,0,0,0.0,974,0,8,8475279,2019020086,20191015,0,0,0,0,0.0,1.0,0,0,0.0,0,974,0,0,MTL,D
J. Weal,3,0,0,0.0,949,0,8,8475738,2019020086,20191015,0,0,2,5,0.0,0.0,0,0,0.0,0,659,0,290,MTL,C
B. Gallagher,2,0,0,0.0,1076,0,8,8475848,2019020086,20191015,0,0,0,0,0.0,1.0,0,0,0.0,0,831,0,245,MTL,RW
O. Palat,1,0,1,1.0,1034,0,14,8476292,2019020086,20191015,0,0,0,0,0.0,1.0,0,0,2.0,1,826,208,0,TBL,LW
N. Kucherov,1,0,2,1.0,969,2,14,8476453,2019020086,20191015,0,1,0,0,0.0,1.0,0,0,1.0,1,936,0,33,TBL,RW
J. Armia,1,0,0,1.0,1169,0,8,8476469,2019020086,20191015,0,0,0,0,0.0,1.0,0,0,1.0,-2,839,0,330,MTL,RW
P. Danault,1,0,0,2.0,1060,0,8,8476479,2019020086,20191015,0,0,8,12,0.0,0.0,0,0,1.0,0,767,33,260,MTL,C
Y. Gourde,2,0,0,0.0,807,2,14,8476826,2019020086,20191015,0,0,3,9,0.0,0.0,0,0,1.0,1,773,34,0,TBL,C
B. Kulak,0,0,0,2.0,934,2,8,8476967,2019020086,20191015,0,0,0,0,1.0,0.0,0,0,0.0,0,934,0,0,MTL,D
C. Verhaeghe,1,0,0,0.0,540,0,14,8477409,2019020086,20191015,0,0,0,1,0.0,0.0,0,0,0.0,0,540,0,0,TBL,C
A. Lehkonen,3,0,0,2.0,833,0,8,8477476,2019020086,20191015,0,0,0,0,1.0,0.0,0,0,0.0,0,800,33,0,MTL,LW
J. Drouin,3,0,0,1.0,1149,0,8,8477494,2019020086,20191015,0,0,0,0,0.0,0.0,0,0,0.0,-2,910,0,239,MTL,LW
M. Domi,5,0,1,0.0,1050,0,8,8477503,2019020086,20191015,0,1,5,10,0.0,1.0,0,0,0.0,0,776,0,274,MTL,LW
C. Folin,0,0,0,1.0,911,0,8,8477850,2019020086,20191015,0,0,0,0,0.0,0.0,0,0,2.0,0,911,0,0,MTL,D
B. Point,1,0,0,2.0,980,0,14,8478010,2019020086,20191015,0,0,4,12,1.0,0.0,0,0,0.0,1,947,0,33,TBL,C
E. Cernak,0,0,0,6.0,1277,0,14,8478416,2019020086,20191015,0,0,0,0,0.0,0.0,0,0,2.0,0,961,316,0,TBL,D
M. Joseph,1,0,0,2.0,806,0,14,8478472,2019020086,20191015,0,0,0,0,0.0,1.0,0,0,1.0,0,640,166,0,TBL,RW
A. Cirelli,1,0,0,2.0,1082,0,14,8478519,2019020086,20191015,0,0,7,16,1.0,1.0,0,0,1.0,0,758,324,0,TBL,C
V. Mete,1,0,0,0.0,1006,0,8,8479376,2019020086,20191015,0,0,0,0,0.0,2.0,0,0,3.0,-2,1006,0,0,MTL,D
M. Sergachev,3,0,0,3.0,1034,2,14,8479410,2019020086,20191015,0,0,0,0,0.0,2.0,0,0,3.0,2,1034,0,0,TBL,D
N. Suzuki,0,0,0,3.0,889,0,8,8480018,2019020086,20191015,0,0,2,3,0.0,1.0,0,0,0.0,0,572,0,317,MTL,C
J. Kotkaniemi,1,0,0,0.0,763,0,8,8480829,2019020086,20191015,0,0,2,4,0.0,2.0,0,0,1.0,-2,763,0,0,MTL,C
B. Richardson,3,0,0,1.0,1015,2,53,8470755,2019020087,20191015,0,0,7,16,0.0,0.0,0,0,0.0,0,729,286,0,ARI,C
B. Wheeler,5,0,0,0.0,1379,0,52,8471218,2019020087,20191015,0,0,0,0,1.0,0.0,0,0,0.0,0,926,65,388,WPG,RW
C. Soderberg,0,0,1,1.0,995,0,53,8471262,2019020087,20191015,0,1,5,10,0.0,0.0,0,0,0.0,0,824,122,49,ARI,C
A. Goligoski,1,0,0,0.0,1303,2,53,8471274,2019020087,20191015,0,0,0,0,0.0,1.0,0,0,1.0,1,1082,221,0,ARI,D
M. Grabner,0,0,0,1.0,971,0,53,8473546,2019020087,20191015,0,0,0,0,1.0,0.0,0,0,0.0,0,647,324,0,ARI,RW
P. Kessel,6,0,1,0.0,874,0,53,8473548,2019020087,20191015,0,1,0,0,1.0,1.0,0,0,0.0,0,758,13,103,ARI,RW
M. Perreault,1,0,0,1.0,955,0,52,8473618,2019020087,20191015,0,0,0,0,0.0,0.0,0,0,0.0,0,732,0,223,WPG,C
J. Demers,2,0,0,1.0,1578,0,53,8474218,2019020087,20191015,0,0,0,0,1.0,3.0,0,0,2.0,1,1185,393,0,ARI,D
D. Stepan,0,0,0,0.0,961,2,53,8474613,2019020087,20191015,0,0,7,18,0.0,0.0,0,0,1.0,0,731,132,98,ARI,C
O. Ekman-Larsson,1,0,2,1.0,1553,0,53,8475171,2019020087,20191015,0,1,0,0,0.0,3.0,0,0,1.0,2,1087,349,117,ARI,D
D. Kulikov,2,0,0,1.0,1012,2,52,8475179,2019020087,20191015,0,0,0,0,0.0,2.0,0,0,1.0,-1,940,54,18,WPG,D
G. Bourque,1,0,0,2.0,430,0,52,8475268,2019020087,20191015,0,0,0,0,0.0,0.0,0,0,0.0,0,430,0,0,WPG,LW
A. Bitetto,2,0,0,1.0,545,0,52,8475868,2019020087,20191015,0,0,0,0,0.0,0.0,0,0,1.0,-1,491,54,0,WPG,D
A. Lowry,3,0,0,6.0,790,0,52,8476392,2019020087,20191015,0,0,5,11,1.0,0.0,0,0,0.0,0,644,82,64,WPG,C
M. Scheifele,5,1,1,0.0,1371,2,52,8476460,2019020087,20191015,1,1,10,23,1.0,0.0,0,0,0.0,-1,934,0,437,WPG,C
V. Hinostroza,3,0,0,1.0,688,0,53,8476994,2019020087,20191015,0,0,1,1,0.0,0.0,0,0,0.0,0,668,20,0,ARI,LW
T. Poolman,0,0,0,1.0,894,0,52,8477359,2019020087,20191015,0,0,0,0,0.0,0.0,0,0,0.0,-1,894,0,0,WPG,D
A. Copp,1,0,0,2.0,1024,0,52,8477429,2019020087,20191015,0,0,11,15,1.0,0.0,0,0,0.0,-1,776,82,166,WPG,C
C. Dahlstrom,3,0,0,0.0,1021,0,52,8477472,2019020087,20191015,0,0,0,0,0.0,1.0,0,0,0.0,0,934,62,25,WPG,D
J. Morrissey,5,0,2,2.0,1601,0,52,8477504,2019020087,20191015,0,2,0,0,0.0,0.0,0,0,0.0,-1,1171,31,399,WPG,D
J. Oesterle,2,0,1,1.0,726,0,53,8477851,2019020087,20191015,0,1,0,0,0.0,0.0,0,0,2.0,0,636,60,30,ARI,D
N. Ehlers,3,0,0,0.0,1201,0,52,8477940,2019020087,20191015,0,0,0,1,0.0,0.0,0,0,1.0,-2,974,0,227,WPG,LW
N. Schmaltz,1,1,2,0.0,739,2,53,8477951,2019020087,20191015,1,0,1,3,0.0,0.0,0,0,0.0,2,695,0,44,ARI,C
C. Dvorak,2,2,0,0.0,970,0,53,8477989,2019020087,20191015,1,0,6,8,0.0,0.0,0,0,3.0,2,761,127,82,ARI,C
K. Connor,2,1,0,0.0,1362,0,52,8478398,2019020087,20191015,1,0,0,0,0.0,1.0,0,0,0.0,-2,915,65,382,WPG,LW
C. Fischer,3,0,0,1.0,658,0,53,8478432,2019020087,20191015,0,0,0,0,0.0,0.0,0,0,0.0,0,658,0,0,ARI,RW
J. Roslovic,3,0,0,1.0,1008,0,52,8478458,2019020087,20191015,0,0,0,1,0.0,0.0,0,0,0.0,0,775,0,233,WPG,C
L. Crouse,0,0,0,5.0,925,0,53,8478474,2019020087,20191015,0,0,1,1,1.0,0.0,0,0,0.0,0,719,206,0,ARI,LW
K. Capobianco,3,0,0,0.0,798,0,53,8478476,2019020087,20191015,0,0,0,0,0.0,0.0,0,0,1.0,0,591,207,0,ARI,D
C. Garland,2,1,0,1.0,654,4,53,8478856,2019020087,20191015,0,0,0,0,0.0,0.0,0,0,1.0,2,589,0,65,ARI,RW
M. Appleton,0,0,0,0.0,552,0,52,8478891,2019020087,20191015,0,0,0,1,1.0,1.0,0,0,0.0,0,552,0,0,WPG,C
P. Laine,2,0,1,1.0,1079,0,52,8479339,2019020087,20191015,0,1,0,1,0.0,1.0,0,0,0.0,0,767,0,312,WPG,RW
C. Keller,3,0,0,0.0,831,0,53,8479343,2019020087,20191015,0,0,0,0,0.0,0.0,0,0,0.0,0,728,0,103,ARI,C
J. Chychrun,3,0,0,0.0,1146,0,53,8479345,2019020087,20191015,0,0,0,0,0.0,2.0,0,0,2.0,0,1102,0,44,ARI,D
N. Pionk,2,0,0,1.0,1397,0,52,8480145,2019020087,20191015,0,0,0,0,0.0,2.0,0,0,0.0,0,1103,93,201,WPG,D
D. Gustafsson,0,0,0,0.0,359,0,52,8481019,2019020087,20191015,0,0,3,4,0.0,0.0,0,0,1.0,0,359,0,0,WPG,C
J. Thornton,1,0,0,0.0,915,2,28,8466138,2019020097,20191016,0,0,10,19,1.0,0.0,0,0,0.0,0,815,0,100,SJS,C
P. Marleau,1,0,0,1.0,928,2,28,8466139,2019020097,20191016,0,0,0,0,0.0,0.0,0,0,2.0,0,828,11,89,SJS,C
B. Burns,0,0,2,2.0,1502,0,28,8470613,2019020097,20191016,0,2,0,0,1.0,1.0,0,0,0.0,0,1023,268,211,SJS,D
M. Vlasic,0,0,0,0.0,1079,0,28,8471709,2019020097,20191016,0,0,0,0,1.0,0.0,0,0,2.0,0,869,210,0,SJS,D
J. Staal,2,0,0,2.0,1092,0,12,8473533,2019020097,20191016,0,0,5,17,1.0,0.0,0,0,1.0,0,821,114,157,CAR,C
L. Couture,0,0,1,0.0,1196,0,28,8474053,2019020097,20191016,0,0,14,18,0.0,0.0,0,0,0.0,0,861,136,199,SJS,C
E. Karlsson,0,0,1,1.0,1477,0,28,8474578,2019020097,20191016,0,0,0,0,0.0,1.0,0,0,3.0,1,1209,167,101,SJS,D
J. Gardiner,1,0,0,2.0,1199,0,12,8474581,2019020097,20191016,0,0,0,0,1.0,1.0,0,0,2.0,-1,1047,0,152,CAR,D
E. Kane,5,3,1,2.0,1066,0,28,8475169,2019020097,20191016,2,0,1,2,1.0,0.0,0,0,0.0,2,710,146,210,SJS,LW
E. Haula,5,1,0,1.0,1126,0,12,8475287,2019020097,20191016,0,0,11,21,0.0,1.0,0,0,0.0,-1,720,132,274,CAR,LW
B. Dillon,1,0,0,4.0,1360,0,28,8475455,2019020097,20191016,0,0,0,0,0.0,0.0,0,0,1.0,0,1175,185,0,SJS,D
N. Niederreiter,3,0,0,2.0,905,4,12,8475799,2019020097,20191016,0,0,0,0,0.0,0.0,0,0,0.0,0,810,0,95,CAR,RW
M. Sorensen,1,0,0,1.0,652,0,28,8475834,2019020097,20191016,0,0,0,0,1.0,0.0,0,0,1.0,0,652,0,0,SJS,LW
T. Heed,0,0,0,1.0,687,0,28,8475841,2019020097,20191016,0,0,0,0,0.0,1.0,0,0,1.0,1,650,0,37,SJS,D
B. Gibbons,0,0,0,0.0,669,0,12,8476207,2019020097,20191016,0,0,0,0,1.0,0.0,0,0,0.0,-1,665,0,4,CAR,LW
R. Dzingel,1,0,1,0.0,942,0,12,8476288,2019020097,20191016,0,0,0,0,0.0,0.0,0,0,1.0,0,674,0,268,CAR,LW
J. Edmundson,0,0,0,1.0,973,0,12,8476441,2019020097,20191016,0,0,0,0,0.0,0.0,0,0,1.0,-1,815,158,0,CAR,D
D. Hamilton,4,1,0,4.0,1432,0,12,8476462,2019020097,20191016,0,0,0,0,0.0,0.0,0,0,1.0,0,1008,141,283,CAR,D
B. Goodrow,4,1,0,1.0,962,2,28,8476624,2019020097,20191016,0,0,1,4,2.0,0.0,0,0,2.0,0,812,150,0,SJS,RW
T. Hertl,2,1,2,1.0,1047,0,28,8476881,2019020097,20191016,0,1,9,18,1.0,1.0,0,0,0.0,2,723,146,178,SJS,C
T. Teravainen,3,0,1,0.0,1180,0,12,8476882,2019020097,20191016,0,0,1,2,0.0,2.0,0,0,0.0,0,804,88,288,CAR,LW
B. McGinn,2,0,1,2.0,829,0,12,8476934,2019020097,20191016,0,0,1,2,0.0,0.0,0,0,1.0,1,747,82,0,CAR,LW
J. Slavin,2,0,0,0.0,1122,2,12,8476958,2019020097,20191016,0,0,0,0,0.0,0.0,0,0,0.0,1,1021,101,0,CAR,D
B. Pesce,3,0,0,0.0,1144,0,12,8477488,2019020097,20191016,0,0,0,0,0.0,0.0,0,0,1.0,-1,982,158,4,CAR,D
M. Karlsson,1,0,0,0.0,809,0,28,8477922,2019020097,20191016,0,0,0,0,1.0,0.0,0,0,0.0,-1,656,153,0,SJS,C
H. Fleury,3,0,0,2.0,896,0,12,8477938,2019020097,20191016,0,0,0,0,0.0,0.0,0,0,0.0,0,856,40,0,CAR,D
W. Foegele,3,0,0,5.0,737,0,12,8477998,2019020097,20191016,0,0,0,0,1.0,1.0,0,0,1.0,-1,696,37,4,CAR,LW
L. Wallmark,0,0,0,0.0,709,0,12,8478027,2019020097,20191016,0,0,7,12,1.0,0.0,0,0,0.0,-1,624,81,4,CAR,C
K. Labanc,0,0,1,1.0,918,2,28,8478099,2019020097,20191016,0,1,0,0,1.0,0.0,0,0,0.0,0,708,0,210,SJS,RW
T. Meier,4,0,0,0.0,1080,0,28,8478414,2019020097,20191016,0,0,0,0,0.0,0.0,0,0,1.0,0,879,80,121,SJS,RW
S. Aho,2,0,1,1.0,1074,0,12,8478427,2019020097,20191016,0,0,5,12,1.0,1.0,0,0,0.0,0,778,85,211,CAR,RW
D. Gambrell,0,0,0,0.0,514,0,28,8479580,2019020097,20191016,0,0,2,7,0.0,0.0,0,0,0.0,0,472,3,39,SJS,C
M. Ferraro,1,0,0,2.0,846,0,28,8479983,2019020097,20191016,0,0,0,0,0.0,0.0,0,0,0.0,0,806,40,0,SJS,D
M. Necas,1,0,0,0.0,794,0,12,8480039,2019020097,20191016,0,0,1,2,0.0,0.0,0,0,2.0,-1,637,0,157,CAR,C
L. Radil,1,0,0,2.0,482,0,28,8480780,2019020097,20191016,0,0,0,0,0.0,0.0,0,0,0.0,0,482,0,0,SJS,C
A. Svechnikov,3,0,0,0.0,984,2,12,8480830,2019020097,20191016,0,0,0,0,1.0,0.0,0,0,0.0,0,710,0,274,CAR,RW
V. Filppula,1,0,0,0.0,888,0,17,8470047,2019020111,20191018,0,0,7,14,0.0,3.0,0,0,1.0,-1,845,19,24,DET,C
T. Daley,2,0,0,0.0,834,2,17,8470110,2019020111,20191018,0,0,0,0,0.0,1.0,0,0,0.0,0,834,0,0,DET,D
F. Nielsen,1,0,0,1.0,916,0,17,8470144,2019020111,20191018,0,0,2,7,0.0,0.0,0,0,0.0,0,751,119,46,DET,C
M. Green,3,1,0,1.0,1237,0,17,8471242,2019020111,20191018,0,0,0,0,0.0,0.0,0,0,2.0,1,1229,0,8,DET,D
J. Neal,4,1,0,0.0,1151,0,22,8471707,2019020111,20191018,0,0,0,0,0.0,2.0,0,0,0.0,1,971,0,180,EDM,LW
J. Abdelkader,0,0,0,2.0,652,0,17,8471716,2019020111,20191018,0,0,0,0,1.0,1.0,0,0,1.0,0,570,82,0,DET,LW
K. Russell,1,0,0,1.0,1287,2,22,8471729,2019020111,20191018,0,0,0,0,0.0,1.0,0,0,4.0,0,1287,0,0,EDM,D
D. Helm,2,0,0,1.0,832,0,17,8471794,2019020111,20191018,0,0,0,1,0.0,0.0,0,0,1.0,0,832,0,0,DET,LW
A. Chiasson,3,0,1,2.0,1038,0,22,8475163,2019020111,20191018,0,0,0,0,0.0,0.0,0,0,1.0,0,973,5,60,EDM,RW
Z. Kassian,1,0,0,6.0,1104,0,22,8475178,2019020111,20191018,0,0,0,0,0.0,1.0,0,0,0.0,1,1060,0,44,EDM,RW
B. Manning,1,0,0,1.0,712,0,22,8475430,2019020111,20191018,0,0,0,0,0.0,1.0,0,0,0.0,0,712,0,0,EDM,D
P. Nemeth,3,0,0,0.0,1224,0,17,8475747,2019020111,20191018,0,0,0,0,1.0,1.0,0,0,1.0,0,1083,141,0,DET,D
R. Sheahan,1,0,0,0.0,718,0,22,8475772,2019020111,20191018,0,0,6,12,0.0,1.0,0,0,0.0,-1,654,64,0,EDM,C
J. Archibald,1,0,0,0.0,497,0,22,8476326,2019020111,20191018,0,0,0,0,0.0,0.0,0,0,0.0,0,433,64,0,EDM,RW
T. Jurco,1,0,0,0.0,518,0,22,8476430,2019020111,20191018,0,0,0,0,3.0,0.0,0,0,0.0,-1,458,0,60,EDM,LW
R. Nugent-Hopkins,2,0,0,0.0,1157,0,22,8476454,2019020111,20191018,0,0,7,15,1.0,0.0,0,0,1.0,1,921,56,180,EDM,C
O. Klefbom,3,0,0,0.0,1494,0,22,8476472,2019020111,20191018,0,0,0,0,0.0,5.0,0,0,2.0,0,1229,51,214,EDM,D
L. Glendening,0,0,0,3.0,848,0,17,8476822,2019020111,20191018,0,0,3,7,0.0,0.0,0,0,4.0,-1,729,119,0,DET,RW
J. Khaira,0,0,0,3.0,797,0,22,8476915,2019020111,20191018,0,0,1,1,0.0,0.0,0,0,0.0,0,746,51,0,EDM,LW
A. Athanasiou,3,0,0,0.0,1036,0,17,8476960,2019020111,20191018,0,0,0,0,0.0,0.0,0,0,0.0,-1,963,0,73,DET,LW
M. Benning,2,0,0,3.0,901,0,22,8476988,2019020111,20191018,0,0,0,0,2.0,1.0,0,0,1.0,0,850,51,0,EDM,D
D. DeKeyser,2,0,0,1.0,1494,0,17,8477215,2019020111,20191018,0,0,0,0,0.0,1.0,0,0,2.0,-2,1341,152,1,DET,D
A. Erne,0,0,0,2.0,543,0,17,8477454,2019020111,20191018,0,0,0,1,0.0,1.0,0,0,1.0,0,519,0,24,DET,LW
J. de la Rose,0,0,0,1.0,656,2,17,8477455,2019020111,20191018,0,0,4,6,0.0,0.0,0,0,1.0,0,615,41,0,DET,LW
M. Bowey,0,0,1,1.0,965,0,17,8477474,2019020111,20191018,0,0,0,0,0.0,1.0,0,0,1.0,1,915,50,0,DET,D
T. Bertuzzi,0,0,1,1.0,1209,0,17,8477479,2019020111,20191018,0,0,0,0,0.0,0.0,0,0,0.0,0,1052,61,96,DET,LW
D. Nurse,5,0,2,1.0,1344,0,22,8477498,2019020111,20191018,0,0,0,0,0.0,0.0,0,0,2.0,1,1249,69,26,EDM,D
A. Mantha,2,0,0,1.0,1209,0,17,8477511,2019020111,20191018,0,0,2,2,0.0,0.0,0,0,0.0,0,1113,0,96,DET,RW
L. Draisaitl,2,0,1,0.0,1245,0,22,8477934,2019020111,20191018,0,0,7,10,2.0,0.0,0,0,0.0,1,1065,0,180,EDM,C
D. Larkin,4,0,0,0.0,1233,0,17,8477946,2019020111,20191018,0,0,8,16,0.0,3.0,0,0,0.0,0,1098,39,96,DET,C
C. McDavid,4,0,0,1.0,1407,0,22,8478402,2019020111,20191018,0,0,4,11,2.0,1.0,0,0,0.0,1,1211,0,196,EDM,C
E. Bear,4,1,0,0.0,1300,0,22,8478451,2019020111,20191018,0,0,0,0,0.0,1.0,0,0,0.0,1,1171,69,60,EDM,D
F. Hronek,2,0,0,0.0,1344,0,17,8479425,2019020111,20191018,0,0,0,0,0.0,2.0,0,0,3.0,-2,1095,137,112,DET,D
P. Russell,2,0,0,2.0,765,0,22,8479466,2019020111,20191018,0,0,0,0,0.0,0.0,0,0,1.0,0,765,0,0,EDM,RW
T. Hirose,1,0,0,0.0,757,0,17,8481433,2019020111,20191018,0,0,0,0,1.0,1.0,0,0,0.0,0,733,0,24,DET,LW
G. Haas,0,0,0,4.0,442,0,22,8481813,2019020111,20191018,0,0,3,5,0.0,1.0,0,0,0.0,0,442,0,0,EDM,C
M. Koivu,1,0,2,0.0,1154,0,30,8469459,2019020125,20191020,0,1,12,22,1.0,0.0,0,0,1.0,0,809,87,258,MIN,C
E. Staal,4,0,1,0.0,1264,0,30,8470595,2019020125,20191020,0,0,11,14,1.0,1.0,0,0,0.0,1,1109,0,155,MIN,C
R. Suter,1,0,1,1.0,1644,0,30,8470600,2019020125,20191020,0,1,0,0,0.0,0.0,0,0,0.0,1,1237,131,276,MIN,D
Z. Parise,2,1,0,0.0,1109,0,30,8470610,2019020125,20191020,0,0,1,2,0.0,2.0,0,0,1.0,0,808,43,258,MIN,LW
S. Weber,4,0,0,1.0,1371,0,8,8470642,2019020125,20191020,0,0,0,0,0.0,0.0,0,0,3.0,0,1020,254,97,MTL,D
N. Thompson,0,0,0,1.0,800,0,8,8470775,2019020125,20191020,0,0,5,9,0.0,0.0,0,0,0.0,-1,605,195,0,MTL,C
J. Petry,5,0,1,2.0,1598,0,8,8473507,2019020125,20191020,0,1,0,0,0.0,0.0,0,0,0.0,1,1245,254,99,MTL,D
P. Byron,0,0,1,0.0,830,2,8,8474038,2019020125,20191020,0,0,0,0,0.0,0.0,0,0,0.0,1,650,180,0,MTL,LW
J. Spurgeon,6,0,0,0.0,1637,0,30,8474716,2019020125,20191020,0,0,0,0,0.0,0.0,0,0,4.0,0,1258,131,248,MIN,D
T. Tatar,4,1,0,0.0,985,0,8,8475193,2019020125,20191020,1,0,0,0,0.0,0.0,0,0,0.0,0,875,11,99,MTL,LW
M. Foligno,2,1,0,3.0,991,0,30,8475220,2019020125,20191020,0,0,0,0,3.0,0.0,0,0,1.0,0,906,85,0,MIN,LW
G. Dumont,1,0,0,3.0,711,0,30,8475254,2019020125,20191020,0,0,3,8,1.0,0.0,0,0,0.0,-1,711,0,0,MIN,C
B. Chiarot,2,0,0,2.0,1118,2,8,8475279,2019020125,20191020,0,0,0,0,0.0,0.0,0,0,1.0,-2,1016,102,0,MTL,D
J. Zucker,2,1,1,0.0,1028,0,30,8475722,2019020125,20191020,1,0,0,0,0.0,0.0,0,0,0.0,0,747,26,255,MIN,LW
J. Weal,1,0,0,0.0,906,0,8,8475738,2019020125,20191020,0,0,2,4,0.0,0.0,0,0,1.0,0,807,0,99,MTL,C
B. Gallagher,2,0,1,0.0,1006,0,8,8475848,2019020125,20191020,0,0,0,0,0.0,0.0,0,0,0.0,1,909,0,97,MTL,RW
N. Cousins,2,0,0,1.0,549,0,8,8476393,2019020125,20191020,0,0,0,1,1.0,0.0,0,0,0.0,0,452,0,97,MTL,C
J. Brodin,0,0,0,0.0,1100,0,30,8476463,2019020125,20191020,0,0,0,0,0.0,1.0,0,0,1.0,-1,1025,65,10,MIN,D
P. Danault,3,2,0,0.0,1045,0,8,8476479,2019020125,20191020,0,0,9,22,0.0,2.0,0,0,0.0,1,827,218,0,MTL,C
B. Hunt,2,1,0,0.0,819,0,30,8476779,2019020125,20191020,1,0,0,0,1.0,0.0,0,0,1.0,0,683,0,136,MIN,D
M. Dumba,0,0,1,1.0,1172,4,30,8476856,2019020125,20191020,0,1,0,0,1.0,0.0,0,0,1.0,-1,1016,0,156,MIN,D
B. Kulak,2,0,0,1.0,1122,2,8,8476967,2019020125,20191020,0,0,0,0,0.0,0.0,0,0,3.0,1,1108,14,0,MTL,D
C. Soucy,3,0,0,0.0,851,0,30,8477369,2019020125,20191020,0,0,0,0,0.0,0.0,0,0,1.0,1,786,65,0,MIN,D
R. Hartman,1,0,0,0.0,772,0,30,8477451,2019020125,20191020,0,0,0,3,1.0,1.0,0,0,2.0,-1,736,36,0,MIN,RW
A. Lehkonen,1,0,0,1.0,1009,4,8,8477476,2019020125,20191020,0,0,1,1,0.0,1.0,0,0,1.0,0,870,139,0,MTL,LW
J. Drouin,0,0,0,0.0,909,0,8,8477494,2019020125,20191020,0,0,0,0,0.0,0.0,0,0,0.0,0,812,0,97,MTL,LW
M. Domi,2,0,1,0.0,1006,0,8,8477503,2019020125,20191020,0,1,5,10,2.0,0.0,0,0,0.0,-1,907,0,99,MTL,LW
K. Fiala,1,0,0,1.0,701,0,30,8477942,2019020125,20191020,0,0,0,0,0.0,0.0,0,0,1.0,0,691,0,10,MIN,LW
R. Donato,0,0,0,0.0,518,0,30,8477987,2019020125,20191020,0,0,3,6,0.0,1.0,0,0,1.0,0,518,0,0,MIN,C
J. Greenway,2,0,1,0.0,1031,0,30,8478413,2019020125,20191020,0,1,1,3,0.0,1.0,0,0,1.0,0,849,27,155,MIN,LW
L. Kunin,4,0,1,1.0,970,0,30,8479316,2019020125,20191020,0,0,3,6,1.0,0.0,0,0,1.0,1,734,88,148,MIN,C
V. Mete,1,0,0,0.0,1042,0,8,8479376,2019020125,20191020,0,0,0,0,0.0,0.0,0,0,3.0,0,894,148,0,MTL,D
G. Mayhew,1,0,0,0.0,332,0,30,8479933,2019020125,20191020,0,0,0,0,0.0,0.0,0,0,0.0,0,332,0,0,MIN,C
C. Fleury,2,0,0,4.0,847,0,8,8479985,2019020125,20191020,0,0,0,0,0.0,0.0,0,0,0.0,-1,793,54,0,MTL,D
N. Suzuki,1,0,0,0.0,720,0,8,8480018,2019020125,20191020,0,0,2,4,0.0,0.0,0,0,1.0,0,538,83,99,MTL,C
J. Kotkaniemi,1,0,0,1.0,820,0,8,8480829,2019020125,20191020,0,0,6,13,0.0,0.0,0,0,0.0,0,723,0,97,MTL,C
D. Engelland,3,0,0,1.0,1153,0,54,8468674,2019020130,20191021,0,0,0,0,0.0,0.0,0,0,1.0,0,819,334,0,VGK,D
P. Stastny,2,0,0,0.0,984,0,54,8471669,2019020130,20191021,0,0,3,12,0.0,0.0,0,0,1.0,-1,715,102,167,VGK,C
M. Niskanen,5,1,0,0.0,1470,0,4,8471702,2019020130,20191021,1,0,0,0,0.0,2.0,0,0,0.0,1,1010,195,265,PHI,D
R. Reaves,0,0,0,1.0,563,2,54,8471817,2019020130,20191021,0,0,2,2,0.0,0.0,0,0,1.0,0,525,0,38,VGK,RW
C. Stewart,0,0,1,2.0,432,0,4,8473485,2019020130,20191021,0,0,0,0,0.0,0.0,0,0,0.0,2,432,0,0,PHI,RW
