name,shots,goals,assists,hits,time_ice,pen_min,team_id,player_id,game_id,date,pp_goals,pp_assists,fo_wins,fo,takeaways,giveaways,goals_sh,assists_sh,blocks,plus_minus,time_ice_even,time_ice_sh,time_ice_pp,team,pos
C. Fischer,2,0,0,2.0,603,0,53,8478432,2019020192,20191030,0,0,0,0,0.0,0.0,0,0,1.0,-2,603,0,0,ARI,RW
L. Crouse,1,0,0,3.0,748,0,53,8478474,2019020192,20191030,0,0,0,0,1.0,1.0,0,0,0.0,-2,684,64,0,ARI,LW
C. Garland,6,0,0,2.0,898,0,53,8478856,2019020192,20191030,0,0,0,0,0.0,0.0,0,0,0.0,0,687,0,211,ARI,RW
C. Keller,1,0,0,0.0,845,0,53,8479343,2019020192,20191030,0,0,0,0,1.0,1.0,0,0,0.0,0,700,0,145,ARI,C
J. Chychrun,5,1,0,0.0,1456,0,53,8479345,2019020192,20191030,0,0,0,0,0.0,1.0,0,0,1.0,1,1144,110,202,ARI,D
V. Mete,2,0,1,0.0,1261,0,8,8479376,2019020192,20191030,0,0,0,0,0.0,0.0,0,0,1.0,2,1099,162,0,MTL,D
C. Fleury,1,0,0,10.0,831,0,8,8479985,2019020192,20191030,0,0,0,0,0.0,1.0,0,0,3.0,1,756,75,0,MTL,D
N. Suzuki,2,0,1,2.0,875,0,8,8480018,2019020192,20191030,0,0,1,3,0.0,1.0,0,0,1.0,1,767,0,108,MTL,C
J. Kotkaniemi,3,0,0,2.0,803,0,8,8480829,2019020192,20191030,0,0,4,11,0.0,0.0,0,0,0.0,0,684,0,119,MTL,C
B. Hayton,1,0,0,0.0,821,0,53,8480849,2019020192,20191030,0,0,2,5,1.0,1.0,0,0,0.0,-1,812,0,9,ARI,C
I. Lyubushkin,3,0,0,2.0,848,2,53,8480950,2019020192,20191030,0,0,0,0,0.0,1.0,0,0,1.0,0,839,0,9,ARI,D
I. Kovalchuk,0,0,0,1.0,945,0,26,8469454,2019020193,20191030,0,0,0,1,0.0,1.0,0,0,0.0,0,653,0,292,LAK,RW
J. Carter,4,2,0,0.0,1021,2,26,8470604,2019020193,20191030,0,0,5,9,0.0,0.0,0,0,0.0,1,649,91,281,LAK,C
D. Brown,1,0,0,1.0,1195,0,26,8470606,2019020193,20191030,0,0,0,0,1.0,0.0,0,0,1.0,0,651,210,334,LAK,RW
L. Eriksson,0,0,0,0.0,589,0,23,8470626,2019020193,20191030,0,0,0,0,0.0,0.0,0,0,0.0,0,589,0,0,VAN,LW
A. Edler,3,0,0,1.0,1243,4,23,8471303,2019020193,20191030,0,0,0,0,0.0,0.0,0,0,4.0,-2,899,273,71,VAN,D
A. Kopitar,2,0,2,0.0,1196,0,26,8471685,2019020193,20191030,0,1,7,23,0.0,1.0,0,0,0.0,1,659,195,342,LAK,C
T. Lewis,3,0,0,1.0,699,4,26,8473453,2019020193,20191030,0,0,0,2,0.0,0.0,0,0,0.0,0,639,55,5,LAK,C
B. Sutter,6,0,0,0.0,972,0,23,8474091,2019020193,20191030,0,0,10,15,1.0,0.0,0,0,1.0,0,632,269,71,VAN,C
A. Martinez,1,0,1,2.0,1305,0,26,8474166,2019020193,20191030,0,0,0,0,0.0,1.0,0,0,4.0,1,1017,227,61,LAK,D
J. Beagle,1,0,0,1.0,977,2,23,8474291,2019020193,20191030,0,0,9,15,2.0,1.0,0,0,0.0,0,614,363,0,VAN,C
D. Doughty,2,0,2,2.0,1600,2,26,8474563,2019020193,20191030,0,1,0,0,0.0,2.0,0,0,2.0,1,942,287,371,LAK,D
T. Myers,3,0,0,1.0,1131,2,23,8474574,2019020193,20191030,0,0,0,0,0.0,0.0,0,0,2.0,-2,925,135,71,VAN,D
J. Benn,3,0,0,0.0,1164,0,23,8474818,2019020193,20191030,0,0,0,0,0.0,1.0,0,0,0.0,0,859,305,0,VAN,D
K. Clifford,2,0,0,2.0,599,5,26,8475160,2019020193,20191030,0,0,0,0,0.0,0.0,0,0,0.0,0,597,0,2,LAK,LW
C. Tanev,2,0,0,1.0,1292,0,23,8475690,2019020193,20191030,0,0,0,0,0.0,4.0,0,0,6.0,1,833,459,0,VAN,D
M. Ferland,0,0,0,1.0,79,5,23,8475907,2019020193,20191030,0,0,0,0,0.0,0.0,0,0,0.0,0,79,0,0,VAN,LW
J. Leivo,2,0,0,0.0,753,2,23,8476410,2019020193,20191030,0,0,2,2,0.0,0.0,0,0,0.0,-1,677,3,73,VAN,LW
J. Miller,3,0,1,1.0,1151,0,23,8476468,2019020193,20191030,0,1,6,14,0.0,0.0,0,0,0.0,0,809,0,342,VAN,C
T. Pearson,4,0,0,2.0,1140,0,23,8476871,2019020193,20191030,0,0,0,0,0.0,0.0,0,0,1.0,-1,765,304,71,VAN,LW
N. Prokhorkin,1,0,0,2.0,795,0,26,8476947,2019020193,20191030,0,0,6,14,0.0,0.0,0,0,0.0,0,504,0,291,LAK,LW
B. Hutton,0,0,0,0.0,982,0,26,8477018,2019020193,20191030,0,0,0,0,0.0,1.0,0,0,1.0,0,851,129,2,LAK,D
K. MacDermid,2,0,0,0.0,727,0,26,8477073,2019020193,20191030,0,0,0,0,0.0,0.0,0,0,2.0,0,670,57,0,LAK,D
T. Schaller,1,0,0,3.0,977,0,23,8477213,2019020193,20191030,0,0,0,0,0.0,1.0,0,0,1.0,0,649,328,0,VAN,C
B. Horvat,6,1,1,0.0,1017,0,23,8477500,2019020193,20191030,1,1,16,20,0.0,0.0,0,0,0.0,-1,672,3,342,VAN,C
J. Virtanen,3,0,0,0.0,763,0,23,8477937,2019020193,20191030,0,0,0,0,0.0,0.0,0,0,0.0,0,763,0,0,VAN,RW
A. Kempe,1,1,0,2.0,1006,2,26,8477960,2019020193,20191030,1,0,2,8,0.0,0.0,0,0,0.0,0,615,57,334,LAK,LW
B. Boeser,7,3,1,0.0,1060,2,23,8478444,2019020193,20191030,2,1,0,0,0.0,0.0,0,0,0.0,0,718,0,342,VAN,RW
A. Wagner,1,0,0,3.0,605,2,26,8478455,2019020193,20191030,0,0,0,1,0.0,0.0,0,0,1.0,0,605,0,0,LAK,LW
M. Roy,1,0,0,3.0,752,0,26,8478911,2019020193,20191030,0,0,0,0,0.0,0.0,0,0,2.0,0,692,57,3,LAK,D
C. Grundstrom,1,0,1,4.0,974,0,26,8479336,2019020193,20191030,0,0,0,0,0.0,1.0,0,0,0.0,1,656,0,318,LAK,RW
T. Stecher,0,0,0,1.0,894,0,23,8479442,2019020193,20191030,0,0,0,0,0.0,0.0,0,0,2.0,0,796,98,0,VAN,D
E. Pettersson,5,1,3,3.0,1044,0,23,8480012,2019020193,20191030,1,2,0,0,0.0,1.0,0,0,0.0,0,704,0,340,VAN,C
A. Iafallo,2,0,0,1.0,1048,0,26,8480113,2019020193,20191030,0,0,0,0,0.0,0.0,0,0,0.0,0,628,105,315,LAK,C
S. Walker,0,0,0,0.0,1205,0,26,8480336,2019020193,20191030,0,0,0,0,0.0,1.0,0,0,1.0,0,918,69,218,LAK,D
Q. Hughes,0,0,3,0.0,1148,0,23,8480800,2019020193,20191030,0,3,0,0,0.0,0.0,0,0,0.0,1,806,0,342,VAN,D
B. Lizotte,0,0,0,0.0,933,0,26,8481481,2019020193,20191030,0,0,3,8,1.0,1.0,0,0,0.0,0,814,113,6,LAK,C
J. Boychuk,3,0,1,2.0,1021,0,2,8470187,2019020197,20191101,0,0,0,0,0.0,4.0,0,0,0.0,1,866,155,0,NYI,D
C. Clutterbuck,1,0,0,6.0,982,2,2,8473504,2019020197,20191101,0,0,1,1,0.0,1.0,0,0,0.0,-1,881,101,0,NYI,RW
D. Brassard,5,1,1,2.0,975,0,2,8473544,2019020197,20191101,0,0,0,0,0.0,0.0,0,0,1.0,3,822,0,153,NYI,C
A. Killorn,2,0,0,0.0,906,0,14,8473986,2019020197,20191101,0,0,0,0,0.0,1.0,0,0,1.0,-1,675,111,120,TBL,LW
K. Shattenkirk,6,0,1,0.0,1189,2,14,8474031,2019020197,20191101,0,0,0,0,0.0,2.0,0,0,1.0,2,1081,0,108,TBL,D
R. McDonagh,1,1,0,0.0,1377,0,14,8474151,2019020197,20191101,0,0,0,0,1.0,1.0,0,0,2.0,-1,1117,248,12,TBL,D
S. Stamkos,2,0,1,1.0,1138,0,14,8474564,2019020197,20191101,0,0,9,13,1.0,2.0,0,0,0.0,0,820,78,240,TBL,C
L. Schenn,1,0,0,3.0,873,0,14,8474568,2019020197,20191101,0,0,0,0,0.0,1.0,0,0,0.0,-1,747,126,0,TBL,D
J. Bailey,1,1,1,1.0,1123,0,2,8474573,2019020197,20191101,0,0,3,7,0.0,0.0,0,0,1.0,0,796,133,194,NYI,RW
L. Witkowski,0,0,0,5.0,484,5,14,8474722,2019020197,20191101,0,0,0,0,0.0,0.0,0,0,0.0,-2,484,0,0,TBL,RW
T. Johnson,0,0,0,0.0,839,0,14,8474870,2019020197,20191101,0,0,0,0,0.0,0.0,0,0,1.0,0,719,0,120,TBL,C
N. Leddy,1,0,1,0.0,1036,0,2,8475181,2019020197,20191101,0,0,0,0,0.0,2.0,0,0,0.0,1,857,26,153,NYI,D
C. Cizikas,1,0,0,5.0,1026,0,2,8475231,2019020197,20191101,0,0,6,14,1.0,0.0,0,0,2.0,0,854,172,0,NYI,C
A. Lee,4,1,2,1.0,1068,0,2,8475314,2019020197,20191101,0,0,0,0,0.0,0.0,0,0,3.0,3,861,0,207,NYI,LW
B. Nelson,0,0,0,0.0,1052,0,2,8475754,2019020197,20191101,0,0,8,16,1.0,2.0,0,0,0.0,0,753,133,166,NYI,C
O. Palat,3,0,1,0.0,1076,0,14,8476292,2019020197,20191101,0,0,0,0,1.0,3.0,0,0,0.0,0,717,119,240,TBL,LW
S. Mayfield,1,0,0,7.0,1169,2,2,8476429,2019020197,20191101,0,0,0,0,1.0,0.0,0,0,4.0,2,1014,155,0,NYI,D
N. Kucherov,2,0,0,3.0,1193,0,14,8476453,2019020197,20191101,0,0,0,0,0.0,0.0,0,0,1.0,0,953,0,240,TBL,RW
Y. Gourde,2,1,0,2.0,876,0,14,8476826,2019020197,20191101,0,0,0,0,0.0,2.0,0,0,0.0,0,704,52,120,TBL,C
A. Pelech,0,0,0,1.0,1311,0,2,8476917,2019020197,20191101,0,0,0,0,0.0,1.0,0,0,2.0,2,1071,240,0,NYI,D
C. Paquette,1,0,0,2.0,649,0,14,8476975,2019020197,20191101,0,0,4,5,0.0,0.0,0,0,1.0,-3,568,81,0,TBL,C
R. Pulock,1,1,0,0.0,1292,0,2,8477506,2019020197,20191101,0,0,0,0,0.0,2.0,0,0,3.0,0,995,144,153,NYI,D
R. Johnston,0,0,0,4.0,414,5,2,8477527,2019020197,20191101,0,0,0,0,1.0,0.0,0,0,0.0,0,414,0,0,NYI,LW
M. Dal Colle,1,0,0,2.0,746,0,2,8477936,2019020197,20191101,0,0,1,1,1.0,0.0,0,0,0.0,0,746,0,0,NYI,LW
B. Point,2,0,0,0.0,1056,0,14,8478010,2019020197,20191101,0,0,5,11,0.0,0.0,0,0,0.0,0,828,0,228,TBL,C
D. Toews,3,0,0,0.0,1206,2,2,8478038,2019020197,20191101,0,0,0,0,0.0,0.0,0,0,1.0,0,999,0,207,NYI,D
C. Bardreau,2,0,0,5.0,478,0,2,8478367,2019020197,20191101,0,0,0,3,0.0,0.0,0,0,0.0,0,425,53,0,NYI,C
E. Cernak,4,0,0,2.0,1085,0,14,8478416,2019020197,20191101,0,0,0,0,0.0,0.0,0,0,2.0,-2,865,214,6,TBL,D
M. Barzal,2,1,1,0.0,1135,0,2,8478445,2019020197,20191101,0,0,0,4,2.0,2.0,0,0,3.0,2,926,2,207,NYI,C
A. Beauvillier,0,0,1,0.0,1023,0,2,8478463,2019020197,20191101,0,0,0,0,0.0,3.0,0,0,0.0,1,690,126,207,NYI,C
M. Joseph,2,0,0,0.0,806,0,14,8478472,2019020197,20191101,0,0,1,2,1.0,1.0,0,0,0.0,-2,687,119,0,TBL,RW
A. Cirelli,1,0,0,0.0,1091,0,14,8478519,2019020197,20191101,0,0,7,13,0.0,0.0,0,0,0.0,0,811,160,120,TBL,C
M. Sergachev,3,0,0,2.0,1446,2,14,8479410,2019020197,20191101,0,0,0,0,1.0,0.0,0,0,2.0,-2,1180,20,246,TBL,D
J. Rutta,2,0,0,2.0,837,0,14,8480172,2019020197,20191101,0,0,0,0,0.0,0.0,0,0,0.0,-2,725,112,0,TBL,D
A. Volkov,1,0,0,1.0,844,0,14,8480186,2019020197,20191101,0,0,1,2,0.0,2.0,0,0,1.0,-1,844,0,0,TBL,RW
O. Wahlstrom,0,0,0,0.0,619,0,2,8480789,2019020197,20191101,0,0,0,0,0.0,1.0,0,0,1.0,1,466,0,153,NYI,RW
D. Hamhuis,0,0,1,1.0,924,0,18,8469465,2019020222,20191104,0,0,0,0,1.0,1.0,0,0,0.0,2,738,186,0,NSH,D
V. Filppula,1,0,1,1.0,1077,0,17,8470047,2019020222,20191104,0,0,12,14,0.0,0.0,0,0,0.0,-1,763,206,108,DET,C
F. Nielsen,2,0,0,0.0,895,0,17,8470144,2019020222,20191104,0,0,6,12,0.0,0.0,0,0,2.0,-1,733,162,0,DET,C
J. Abdelkader,0,0,0,1.0,688,0,17,8471716,2019020222,20191104,0,0,1,2,0.0,1.0,0,0,0.0,-1,549,136,3,DET,LW
D. Helm,0,0,0,1.0,573,0,17,8471794,2019020222,20191104,0,0,0,0,0.0,0.0,0,0,0.0,0,532,38,3,DET,LW
A. Biega,1,0,0,2.0,918,0,17,8473415,2019020222,20191104,0,0,0,0,0.0,0.0,0,0,2.0,-1,782,136,0,DET,D
N. Bonino,1,1,0,0.0,1069,0,18,8474009,2019020222,20191104,0,0,6,13,0.0,0.0,0,0,1.0,1,771,175,123,NSH,C
K. Turris,2,1,0,1.0,838,0,18,8474068,2019020222,20191104,0,0,3,4,1.0,0.0,0,0,0.0,2,715,0,123,NSH,C
Y. Weber,1,0,0,0.0,824,0,18,8474134,2019020222,20191104,0,0,0,0,0.0,0.0,0,0,1.0,2,816,8,0,NSH,D
R. Josi,2,0,2,1.0,1342,2,18,8474600,2019020222,20191104,0,2,0,0,0.0,1.0,0,0,0.0,0,1007,88,247,NSH,D
M. Duchene,6,2,0,0.0,970,0,18,8475168,2019020222,20191104,1,0,4,7,0.0,1.0,0,0,0.0,2,723,0,247,NSH,C
R. Ellis,0,0,1,1.0,1270,5,18,8475176,2019020222,20191104,0,0,0,0,0.0,0.0,0,0,2.0,0,942,163,165,NSH,D
M. Ekholm,0,0,1,0.0,1277,0,18,8475218,2019020222,20191104,0,0,0,0,0.0,2.0,0,0,2.0,1,1058,219,0,NSH,D
C. Smith,0,0,0,0.0,753,2,18,8475225,2019020222,20191104,0,0,1,3,0.0,0.0,0,0,0.0,1,630,0,123,NSH,RW
C. Jarnkrok,2,0,0,1.0,763,0,18,8475714,2019020222,20191104,0,0,0,0,0.0,0.0,0,0,0.0,1,661,102,0,NSH,C
P. Nemeth,1,0,0,0.0,1254,0,17,8475747,2019020222,20191104,0,0,0,0,0.0,0.0,0,0,1.0,0,1013,234,7,DET,D
A. Watson,1,0,0,7.0,744,0,18,8475766,2019020222,20191104,0,0,0,0,0.0,0.0,0,0,0.0,0,636,108,0,NSH,LW
R. Johansen,4,0,1,0.0,1104,0,18,8475793,2019020222,20191104,0,1,8,18,2.0,0.0,0,0,0.0,0,780,77,247,NSH,C
M. Granlund,2,0,0,0.0,850,0,18,8475798,2019020222,20191104,0,0,0,0,0.0,0.0,0,0,1.0,0,727,0,123,NSH,RW
R. Grimaldi,0,0,0,0.0,730,0,18,8476428,2019020222,20191104,0,0,0,0,0.0,0.0,0,0,1.0,2,730,0,0,NSH,C
F. Forsberg,2,1,1,2.0,1030,0,18,8476887,2019020222,20191104,1,1,0,0,0.0,0.0,0,0,1.0,0,765,18,247,NSH,LW
C. Sissons,1,1,0,1.0,834,0,18,8476925,2019020222,20191104,0,0,5,15,0.0,1.0,0,0,0.0,0,653,181,0,NSH,C
A. Athanasiou,3,1,0,0.0,784,0,17,8476960,2019020222,20191104,0,0,0,1,0.0,0.0,0,0,0.0,0,658,0,126,DET,LW
A. Erne,1,0,0,2.0,610,0,17,8477454,2019020222,20191104,0,0,0,0,0.0,0.0,0,0,0.0,-1,538,0,72,DET,LW
J. de la Rose,1,0,0,3.0,869,0,17,8477455,2019020222,20191104,0,0,3,9,0.0,0.0,0,0,0.0,0,730,136,3,DET,LW
M. Bowey,2,0,0,0.0,1158,0,17,8477474,2019020222,20191104,0,0,0,0,1.0,2.0,0,0,1.0,-2,1025,130,3,DET,D
T. Bertuzzi,2,0,0,1.0,1246,0,17,8477479,2019020222,20191104,0,0,0,0,1.0,0.0,0,0,0.0,-1,940,28,278,DET,LW
A. Mantha,2,0,0,1.0,1157,0,17,8477511,2019020222,20191104,0,0,0,1,0.0,2.0,0,0,0.0,-1,912,0,245,DET,RW
B. Perlini,1,0,0,1.0,904,2,17,8477943,2019020222,20191104,0,0,0,0,0.0,0.0,0,0,1.0,-1,792,0,112,DET,LW
D. Larkin,2,0,0,1.0,986,11,17,8477946,2019020222,20191104,0,0,11,19,0.0,1.0,0,0,1.0,-1,703,34,249,DET,C
V. Arvidsson,1,0,0,1.0,1066,2,18,8478042,2019020222,20191104,0,0,0,0,0.0,0.0,0,0,0.0,0,802,59,205,NSH,LW
J. Hicketts,0,0,0,1.0,1159,0,17,8478176,2019020222,20191104,0,0,0,0,1.0,1.0,0,0,3.0,-2,1052,104,3,DET,D
D. Fabbro,1,0,0,1.0,1276,0,18,8479371,2019020222,20191104,0,0,0,0,0.0,0.0,0,0,1.0,1,1220,56,0,NSH,D
D. Cholowski,3,0,0,0.0,1107,0,17,8479395,2019020222,20191104,0,0,0,0,0.0,0.0,0,0,1.0,-1,842,0,265,DET,D
F. Hronek,2,0,1,1.0,1239,0,17,8479425,2019020222,20191104,0,0,0,0,0.0,0.0,0,0,0.0,0,1011,136,92,DET,D
T. Hirose,0,0,0,1.0,1006,0,17,8481433,2019020222,20191104,0,0,0,2,0.0,2.0,0,0,1.0,-1,775,0,231,DET,LW
I. Kovalchuk,2,0,0,0.0,867,0,26,8469454,2019020228,20191105,0,0,0,1,0.0,0.0,0,0,1.0,0,704,0,163,LAK,RW
J. Carter,0,0,0,1.0,1097,0,26,8470604,2019020228,20191105,0,0,6,15,1.0,0.0,0,0,0.0,0,818,124,155,LAK,C
D. Brown,0,0,1,2.0,1033,0,26,8470606,2019020228,20191105,0,1,0,0,0.0,0.0,0,0,0.0,-1,808,75,150,LAK,RW
A. Kopitar,2,0,1,1.0,1227,0,26,8471685,2019020228,20191105,0,1,7,10,1.0,3.0,0,0,0.0,0,872,196,159,LAK,C
T. Lewis,1,0,0,1.0,726,0,26,8473453,2019020228,20191105,0,0,0,0,1.0,0.0,0,0,1.0,-2,633,93,0,LAK,C
J. Muzzin,1,0,0,4.0,1332,2,10,8474162,2019020228,20191105,0,0,0,0,0.0,1.0,0,0,2.0,1,1141,120,71,TOR,D
A. Martinez,2,0,0,0.0,1469,2,26,8474166,2019020228,20191105,0,0,0,0,1.0,0.0,0,0,2.0,0,1219,146,104,LAK,D
D. Doughty,5,0,0,2.0,1676,0,26,8474563,2019020228,20191105,0,0,0,0,0.0,0.0,0,0,3.0,0,1332,143,201,LAK,D
K. Clifford,0,0,0,2.0,679,0,26,8475160,2019020228,20191105,0,0,0,0,0.0,0.0,0,0,0.0,-2,679,0,0,LAK,LW
J. Tavares,2,0,0,0.0,1080,0,10,8475166,2019020228,20191105,0,0,8,12,0.0,4.0,0,0,2.0,0,888,0,192,TOR,C
T. Barrie,1,0,0,1.0,1086,0,10,8475197,2019020228,20191105,0,0,0,0,0.0,0.0,0,0,0.0,0,950,0,136,TOR,D
J. Holl,1,0,1,2.0,1011,0,10,8475718,2019020228,20191105,0,0,0,0,0.0,0.0,0,0,1.0,1,875,136,0,TOR,D
T. Toffoli,2,0,0,0.0,950,2,26,8475726,2019020228,20191105,0,0,0,1,0.0,1.0,0,0,0.0,0,775,20,155,LAK,C
N. Shore,0,0,0,2.0,612,2,10,8476406,2019020228,20191105,0,0,3,5,0.0,0.0,0,0,0.0,1,600,12,0,TOR,C
M. Rielly,3,0,0,1.0,1481,0,10,8476853,2019020228,20191105,0,0,0,0,0.0,1.0,0,0,2.0,1,1092,185,204,TOR,D
C. Ceci,0,0,0,4.0,1232,0,10,8476879,2019020228,20191105,0,0,0,0,0.0,3.0,0,0,0.0,1,1053,169,10,TOR,D
B. Hutton,3,0,0,0.0,1105,2,26,8477018,2019020228,20191105,0,0,0,0,0.0,1.0,0,0,1.0,-2,1039,66,0,LAK,D
A. Kerfoot,1,1,0,0.0,753,2,10,8477021,2019020228,20191105,0,0,7,11,3.0,0.0,0,0,0.0,1,660,0,93,TOR,C
K. MacDermid,0,0,0,4.0,721,0,26,8477073,2019020228,20191105,0,0,0,0,0.0,2.0,0,0,3.0,-1,593,128,0,LAK,D
A. Johnsson,2,0,1,2.0,1021,0,10,8477341,2019020228,20191105,0,0,0,0,0.0,0.0,0,0,0.0,1,834,0,187,TOR,LW
N. Petan,2,0,0,1.0,777,0,10,8477464,2019020228,20191105,0,0,0,0,0.0,0.0,0,0,0.0,0,663,0,114,TOR,LW
F. Gauthier,0,0,0,1.0,516,0,10,8477512,2019020228,20191105,0,0,3,5,0.0,0.0,0,0,0.0,1,488,28,0,TOR,C
W. Nylander,1,1,1,0.0,971,0,10,8477939,2019020228,20191105,0,0,4,9,1.0,0.0,0,0,0.0,2,836,0,135,TOR,C
K. Kapanen,0,0,0,1.0,1032,0,10,8477953,2019020228,20191105,0,0,0,0,1.0,1.0,0,0,0.0,0,753,131,148,TOR,RW
A. Kempe,0,0,0,2.0,910,2,26,8477960,2019020228,20191105,0,0,3,10,1.0,0.0,0,0,0.0,-1,768,0,142,LAK,LW
M. Amadio,1,0,0,0.0,804,0,26,8478020,2019020228,20191105,0,0,3,9,0.0,0.0,0,0,1.0,-2,658,0,146,LAK,C
T. Dermott,2,0,0,0.0,812,0,10,8478408,2019020228,20191105,0,0,0,0,0.0,1.0,0,0,2.0,2,799,0,13,TOR,D
M. Marner,1,0,0,0.0,1207,0,10,8478483,2019020228,20191105,0,0,0,3,5.0,1.0,0,0,1.0,0,841,174,192,TOR,C
M. Roy,1,0,0,1.0,833,0,26,8478911,2019020228,20191105,0,0,0,0,1.0,0.0,0,0,1.0,-1,675,158,0,LAK,D
A. Matthews,2,1,1,0.0,1121,0,10,8479318,2019020228,20191105,0,0,6,9,0.0,0.0,0,0,2.0,2,929,0,192,TOR,C
C. Grundstrom,2,0,0,3.0,841,0,26,8479336,2019020228,20191105,0,0,0,0,0.0,0.0,0,0,1.0,0,841,0,0,LAK,RW
T. Moore,2,0,0,3.0,754,0,10,8479675,2019020228,20191105,0,0,0,0,1.0,0.0,0,0,0.0,1,605,149,0,TOR,C
A. Iafallo,2,1,0,2.0,1024,0,26,8480113,2019020228,20191105,1,0,0,0,0.0,0.0,0,0,2.0,-1,702,172,150,LAK,C
S. Walker,2,0,0,1.0,1097,0,26,8480336,2019020228,20191105,0,0,0,0,0.0,1.0,0,0,0.0,-2,1058,39,0,LAK,D
B. Lizotte,0,0,0,2.0,739,0,26,8481481,2019020228,20191105,0,0,4,8,1.0,0.0,0,0,0.0,0,739,0,0,LAK,C
I. Mikheyev,2,0,0,3.0,864,0,10,8481624,2019020228,20191105,0,0,0,0,2.0,1.0,0,0,0.0,0,735,116,13,TOR,RW
R. Hainsey,0,0,0,0.0,1000,0,9,8468493,2019020242,20191107,0,0,0,0,0.0,1.0,0,0,1.0,-1,874,126,0,OTT,D
I. Kovalchuk,1,0,1,0.0,932,2,26,8469454,2019020242,20191107,0,0,0,0,0.0,0.0,0,0,0.0,0,841,0,91,LAK,RW
J. Carter,4,0,0,2.0,1276,0,26,8470604,2019020242,20191107,0,0,3,8,0.0,0.0,0,0,2.0,0,1098,97,81,LAK,C
D. Brown,4,1,0,4.0,1437,0,26,8470606,2019020242,20191107,0,0,1,2,0.0,2.0,0,0,0.0,0,1174,118,145,LAK,RW
A. Kopitar,0,0,1,2.0,1473,0,26,8471685,2019020242,20191107,0,0,6,17,0.0,1.0,0,0,0.0,-1,1212,116,145,LAK,C
T. Lewis,1,0,0,0.0,141,0,26,8473453,2019020242,20191107,0,0,0,0,0.0,0.0,0,0,0.0,0,127,0,14,LAK,C
A. Anisimov,4,1,0,0.0,980,0,9,8473573,2019020242,20191107,0,0,4,10,0.0,0.0,0,0,1.0,1,906,0,74,OTT,C
A. Martinez,1,0,0,2.0,1456,0,26,8474166,2019020242,20191107,0,0,0,0,0.0,1.0,0,0,5.0,2,1236,161,59,LAK,D
D. Doughty,2,0,0,3.0,1657,2,26,8474563,2019020242,20191107,0,0,0,0,1.0,0.0,0,0,3.0,-1,1393,97,167,LAK,D
T. Ennis,1,0,1,3.0,1025,0,9,8474589,2019020242,20191107,0,0,0,0,1.0,1.0,0,0,0.0,1,896,0,129,OTT,LW
M. Borowiecki,1,0,0,4.0,1129,0,9,8474697,2019020242,20191107,0,0,0,0,0.0,1.0,0,0,1.0,0,1015,114,0,OTT,D
K. Clifford,1,0,0,3.0,622,0,26,8475160,2019020242,20191107,0,0,0,0,0.0,0.0,0,0,0.0,0,590,18,14,LAK,LW
T. Toffoli,5,1,0,1.0,1127,0,26,8475726,2019020242,20191107,0,0,0,0,0.0,0.0,0,0,0.0,0,995,41,91,LAK,C
D. DeMelo,2,0,0,3.0,1268,0,9,8476331,2019020242,20191107,0,0,0,0,0.0,1.0,0,0,1.0,0,1079,125,64,OTT,D
J. Pageau,3,1,0,2.0,1242,0,9,8476419,2019020242,20191107,0,0,9,15,0.0,1.0,0,0,1.0,0,1061,144,37,OTT,C
V. Namestnikov,4,0,0,2.0,1103,0,9,8476480,2019020242,20191107,0,0,0,1,1.0,0.0,0,0,0.0,0,947,82,74,OTT,C
C. Tierney,3,0,0,0.0,1100,2,9,8476919,2019020242,20191107,0,0,10,17,1.0,0.0,0,0,0.0,0,1025,75,0,OTT,C
C. Brown,3,0,0,0.0,1372,0,9,8477015,2019020242,20191107,0,0,0,0,1.0,2.0,0,0,0.0,-1,1096,110,166,OTT,RW
B. Hutton,3,0,0,1.0,949,0,26,8477018,2019020242,20191107,0,0,0,0,0.0,0.0,0,0,0.0,0,935,0,14,LAK,D
K. MacDermid,1,0,0,4.0,1017,0,26,8477073,2019020242,20191107,0,0,0,0,0.0,1.0,0,0,3.0,-2,938,79,0,LAK,D
A. Duclair,2,1,0,0.0,1164,0,9,8477407,2019020242,20191107,0,0,0,0,0.0,0.0,0,0,0.0,0,945,53,166,OTT,LW
N. Paul,2,0,1,3.0,1229,0,9,8477426,2019020242,20191107,0,0,6,9,0.0,0.0,0,0,1.0,0,1069,16,144,OTT,LW
A. Kempe,1,0,0,2.0,1001,0,26,8477960,2019020242,20191107,0,0,5,10,1.0,0.0,0,0,0.0,0,839,27,135,LAK,LW
M. Amadio,0,0,0,1.0,683,0,26,8478020,2019020242,20191107,0,0,6,11,0.0,2.0,0,0,0.0,-1,602,0,81,LAK,C
A. Wagner,1,0,0,2.0,791,0,26,8478455,2019020242,20191107,0,0,0,1,0.0,0.0,0,0,0.0,0,791,0,0,LAK,LW
T. Chabot,3,0,0,1.0,1633,0,9,8478469,2019020242,20191107,0,0,0,0,0.0,1.0,0,0,2.0,2,1457,0,176,OTT,D
F. Chlapik,1,0,1,2.0,363,2,9,8478488,2019020242,20191107,0,0,0,1,0.0,0.0,0,0,1.0,1,363,0,0,OTT,C
J. Beaudin,0,0,0,2.0,260,0,9,8478833,2019020242,20191107,0,0,4,8,0.0,0.0,0,0,0.0,0,260,0,0,OTT,C
