name,pos,dist,hand,st_x,st_y,goal,team,event,period,period_time_remaining,game_id,player_id,shot_id,period_type,miss_loc,assist,assist2,blocker,goalie,scorer,date_time,shot_type,missed_net,empty,gw
C. Verhaeghe,C,22.02271554554524,L,75.0,17.0,False,TBL,Shot,2,406.0,2019020021,8477409.0,2019020021_177,REGULAR,,,,,8475683.0,,2019-10-06 01:35:41,wrist,False,False,False
B. Coburn,D,66.40030120413611,L,36.0,40.0,False,TBL,Missed Shot,2,332.0,2019020021,8470601.0,2019020021_181,REGULAR,wide of net,,,,,,2019-10-06 01:36:54,,True,False,False
M. Matheson,D,72.11102550927978,L,29.0,40.0,False,FLA,Missed Shot,2,242.0,2019020021,8476875.0,2019020021_188,REGULAR,wide of net,,,,,,2019-10-06 01:40:41,,True,False,False
P. Maroon,LW,51.10772935672255,L,45.0,26.0,False,TBL,Shot,2,218.0,2019020021,8474034.0,2019020021_191,REGULAR,,,,,8475683.0,,2019-10-06 01:41:46,wrist,False,False,False
G. Smith,C,4.123105625617661,L,88.0,-4.0,True,TBL,Goal,2,217.0,2019020021,8476966.0,2019020021_192,REGULAR,,8474722.0,8474034.0,,8475683.0,8476966.0,2019-10-06 01:42:06,wrist,False,False,False
V. Trocheck,C,8.602325267042627,R,82.0,-5.0,False,FLA,Shot,2,186.0,2019020021,8476389.0,2019020021_194,REGULAR,,,,,8476883.0,,2019-10-06 01:42:56,wrist,False,False,False
A. Ekblad,D,27.51363298439521,R,63.0,-9.0,False,FLA,Shot,2,153.0,2019020021,8477932.0,2019020021_197,REGULAR,,,,,8476883.0,,2019-10-06 01:43:34,slap,False,False,False
D. Hunt,LW,43.26661530556788,L,53.0,24.0,False,FLA,Shot,2,97.0,2019020021,8478211.0,2019020021_202,REGULAR,,,,,8476883.0,,2019-10-06 01:45:13,wrist,False,False,False
A. Barkov,C,19.313207915827967,L,71.0,7.0,False,FLA,Shot,2,86.0,2019020021,8477493.0,2019020021_205,REGULAR,,,,,8476883.0,,2019-10-06 01:45:50,tip-in,False,False,False
V. Trocheck,C,10.0,R,83.0,8.0,False,FLA,Missed Shot,2,1.0,2019020021,8476389.0,2019020021_211,REGULAR,wide of net,,,,,,2019-10-06 01:48:20,,True,False,False
M. Hoffman,LW,19.697715603592208,L,71.0,-8.0,True,FLA,Goal,3,1183.0,2019020021,8474884.0,2019020021_217,REGULAR,,8477932.0,8475792.0,,8476883.0,8474884.0,2019-10-06 02:07:43,tip-in,False,False,True
S. Stamkos,C,34.132096331752024,R,60.0,-18.0,False,TBL,Shot,3,1066.0,2019020021,8474564.0,2019020021_223,REGULAR,,,,,8475683.0,,2019-10-06 02:11:52,snap,False,False,False
P. Maroon,LW,4.123105625617661,L,88.0,-4.0,False,TBL,Shot,3,864.0,2019020021,8474034.0,2019020021_234,REGULAR,,,,,8475683.0,,2019-10-06 02:16:53,wrist,False,False,False
L. Witkowski,RW,6.324555320336759,R,83.0,-2.0,False,TBL,Shot,3,863.0,2019020021,8474722.0,2019020021_235,REGULAR,,,,,8475683.0,,2019-10-06 02:16:53,slap,False,False,False
N. Acciari,C,31.95309061734092,R,59.0,-11.0,False,FLA,Shot,3,829.0,2019020021,8478569.0,2019020021_240,REGULAR,,,,,8476883.0,,2019-10-06 02:18:57,wrist,False,False,False
S. Stamkos,C,34.713109915419565,R,66.0,26.0,True,TBL,Goal,3,800.0,2019020021,8474564.0,2019020021_243,REGULAR,,8475167.0,8474031.0,,8475683.0,8474564.0,2019-10-06 02:19:24,wrist,False,False,False
S. Stamkos,C,60.95900261651269,R,43.0,40.0,False,TBL,Shot,3,723.0,2019020021,8474564.0,2019020021_247,REGULAR,,,,,8475683.0,,2019-10-06 02:23:44,wrist,False,False,False
N. Kucherov,RW,35.4682957019364,L,66.0,-27.0,False,TBL,Shot,3,711.0,2019020021,8476453.0,2019020021_248,REGULAR,,,,,8475683.0,,2019-10-06 02:23:56,slap,False,False,False
N. Kucherov,RW,30.463092423455635,L,77.0,-28.0,False,TBL,Shot,3,683.0,2019020021,8476453.0,2019020021_249,REGULAR,,,,,8475683.0,,2019-10-06 02:24:29,slap,False,False,False
K. Shattenkirk,D,8.602325267042627,R,82.0,5.0,False,TBL,Shot,3,638.0,2019020021,8474031.0,2019020021_252,REGULAR,,,,,8475683.0,,2019-10-06 02:25:41,tip-in,False,False,False
A. Ekblad,D,65.39113089708727,R,29.0,-26.0,False,FLA,Shot,3,574.0,2019020021,8477932.0,2019020021_253,REGULAR,,,,,8476883.0,,2019-10-06 02:26:55,wrist,False,False,False
A. Stralman,D,44.10215414239989,R,45.0,3.0,False,FLA,Shot,3,497.0,2019020021,8471873.0,2019020021_259,REGULAR,,,,,8476883.0,,2019-10-06 02:30:17,snap,False,False,False
J. Hawryluk,C,86.16263691415206,R,9.0,-32.0,False,FLA,Shot,3,408.0,2019020021,8477963.0,2019020021_262,REGULAR,,,,,8476883.0,,2019-10-06 02:32:25,wrist,False,False,False
F. Vatrano,C,23.194827009486403,L,66.0,-3.0,False,FLA,Shot,3,399.0,2019020021,8478366.0,2019020021_263,REGULAR,,,,,8476883.0,,2019-10-06 02:32:34,wrist,False,False,False
J. Brown,D,51.47815070493501,R,42.0,-21.0,False,FLA,Missed Shot,3,388.0,2019020021,8477384.0,2019020021_264,REGULAR,wide of net,,,,,,2019-10-06 02:32:46,,True,False,False
J. Huberdeau,LW,36.61966684720111,L,59.0,-21.0,False,FLA,Missed Shot,3,377.0,2019020021,8476456.0,2019020021_265,REGULAR,wide of net,,,,,,2019-10-06 02:32:57,,True,False,False
M. Joseph,RW,7.211102550927978,L,83.0,-4.0,False,TBL,Shot,3,287.0,2019020021,8478472.0,2019020021_270,REGULAR,,,,,8475683.0,,2019-10-06 02:35:48,wrist,False,False,False
Y. Gourde,C,20.024984394500787,L,69.0,-1.0,False,TBL,Shot,3,286.0,2019020021,8476826.0,2019020021_271,REGULAR,,,,,8475683.0,,2019-10-06 02:36:04,tip-in,False,False,False
C. Verhaeghe,C,4.47213595499958,L,85.0,2.0,False,TBL,Shot,3,285.0,2019020021,8477409.0,2019020021_272,REGULAR,,,,,8475683.0,,2019-10-06 02:36:38,wrist,False,False,False
Y. Gourde,C,15.811388300841896,L,76.0,9.0,False,TBL,Shot,3,284.0,2019020021,8476826.0,2019020021_273,REGULAR,,,,,8475683.0,,2019-10-06 02:38:05,tip-in,False,False,False
M. Joseph,RW,6.324555320336759,L,87.0,-6.0,True,TBL,Goal,3,259.0,2019020021,8478472.0,2019020021_276,REGULAR,,8476826.0,8477409.0,,8475683.0,8478472.0,2019-10-06 02:38:45,backhand,False,False,False
K. Shattenkirk,D,54.405882034941776,R,37.0,-16.0,False,TBL,Shot,3,90.0,2019020021,8474031.0,2019020021_281,REGULAR,,,,,8475683.0,,2019-10-06 02:42:14,slap,False,False,False
K. Shattenkirk,D,58.69412236331676,R,32.0,-14.0,False,TBL,Missed Shot,3,44.0,2019020021,8474031.0,2019020021_286,REGULAR,wide of net,,,,,,2019-10-06 02:44:03,,True,False,False
C. Sceviour,C,85.0,R,12.0,-36.0,False,FLA,Missed Shot,3,29.0,2019020021,8474098.0,2019020021_288,REGULAR,wide of net,,,,,,2019-10-06 02:44:28,,True,False,False
S. Stamkos,C,29.5296461204668,R,75.0,26.0,False,TBL,Shot,3,18.0,2019020021,8474564.0,2019020021_291,REGULAR,,,,,8475683.0,,2019-10-06 02:45:08,slap,False,False,False
A. Cirelli,C,6.082762530298219,L,83.0,1.0,False,TBL,Shot,3,4.0,2019020021,8478519.0,2019020021_295,REGULAR,,,,,8475683.0,,2019-10-06 02:46:24,tip-in,False,False,False
P. Maroon,LW,19.1049731745428,L,70.0,2.0,False,TBL,Shot,3,3.0,2019020021,8474034.0,2019020021_297,REGULAR,,,,,8475683.0,,2019-10-06 02:46:24,wrist,False,False,False
J. Vrana,LW,32.64965543462902,L,64.0,-21.0,False,WSH,Missed Shot,1,1178.0,2019020023,8477944.0,2019020023_6,REGULAR,wide of net,,,,,,2019-10-06 00:17:04,,True,False,False
T. Teravainen,LW,13.0,L,84.0,12.0,False,CAR,Missed Shot,1,1144.0,2019020023,8476882.0,2019020023_9,REGULAR,wide of net,,,,,,2019-10-06 00:17:37,,True,False,False
N. Jensen,D,178.2133552795637,R,-87.0,28.0,False,WSH,Shot,1,1137.0,2019020023,8475324.0,2019020023_10,REGULAR,,,,,8473503.0,,2019-10-06 00:17:59,slap,False,False,False
J. Gardiner,D,56.63920903402519,L,47.0,38.0,False,CAR,Missed Shot,1,1105.0,2019020023,8474581.0,2019020023_17,REGULAR,wide of net,,,,,,2019-10-06 00:19:33,,True,False,False
B. McGinn,LW,29.73213749463701,L,79.0,-28.0,False,CAR,Missed Shot,1,1071.0,2019020023,8476934.0,2019020023_19,REGULAR,wide of net,,,,,,2019-10-06 00:20:07,,True,False,False
A. Svechnikov,RW,29.410882339705484,L,61.0,9.0,False,CAR,Shot,1,1055.0,2019020023,8480830.0,2019020023_22,REGULAR,,,,,8474651.0,,2019-10-06 00:20:26,wrist,False,False,False
J. Carlson,D,57.38466694161429,R,46.0,-38.0,False,WSH,Shot,1,1033.0,2019020023,8474590.0,2019020023_28,REGULAR,,,,,8473503.0,,2019-10-06 00:22:20,wrist,False,False,False
N. Dowd,C,16.278820596099706,R,86.0,16.0,False,WSH,Missed Shot,1,1006.0,2019020023,8475343.0,2019020023_31,REGULAR,wide of net,,,,,,2019-10-06 00:22:54,,True,False,False
J. Edmundson,D,25.96150997149434,L,64.0,7.0,False,CAR,Missed Shot,1,923.0,2019020023,8476441.0,2019020023_37,REGULAR,goalpost,,,,,,2019-10-06 00:24:38,,True,False,False
J. Edmundson,D,15.132745950421556,L,74.0,-2.0,False,CAR,Shot,1,921.0,2019020023,8476441.0,2019020023_38,REGULAR,,,,,8474651.0,,2019-10-06 00:24:38,wrist,False,False,False
B. McGinn,LW,13.341664064126334,L,76.0,-3.0,False,CAR,Shot,1,917.0,2019020023,8476934.0,2019020023_39,REGULAR,,,,,8474651.0,,2019-10-06 00:24:44,tip-in,False,False,False
M. Necas,C,18.027756377319943,R,71.0,1.0,False,CAR,Shot,1,886.0,2019020023,8480039.0,2019020023_40,REGULAR,,,,,8474651.0,,2019-10-06 00:25:13,wrist,False,False,False
J. Slavin,D,68.00735254367721,L,34.0,40.0,False,CAR,Shot,1,881.0,2019020023,8476958.0,2019020023_42,REGULAR,,,,,8474651.0,,2019-10-06 00:25:23,wrist,False,False,False
J. Carlson,D,64.66065264130884,R,34.0,-34.0,False,WSH,Missed Shot,1,801.0,2019020023,8474590.0,2019020023_50,REGULAR,over net,,,,,,2019-10-06 00:29:36,,True,False,False
S. Aho,RW,53.009433122794285,L,46.0,-31.0,False,CAR,Shot,1,789.0,2019020023,8478427.0,2019020023_53,REGULAR,,,,,8474651.0,,2019-10-06 00:30:41,slap,False,False,False
T. Wilson,RW,19.72308292331602,R,79.0,17.0,False,WSH,Shot,1,756.0,2019020023,8476880.0,2019020023_58,REGULAR,,,,,8473503.0,,2019-10-06 00:31:50,backhand,False,False,False
A. Svechnikov,RW,42.20189569201838,L,55.0,-25.0,False,CAR,Shot,1,733.0,2019020023,8480830.0,2019020023_60,REGULAR,,,,,8474651.0,,2019-10-06 00:32:11,wrist,False,False,False
M. Fehervary,D,55.00909015790027,L,34.0,-1.0,False,WSH,Shot,1,683.0,2019020023,8480796.0,2019020023_65,REGULAR,,,,,8473503.0,,2019-10-06 00:33:51,wrist,False,False,False
J. Edmundson,D,120.01666550941998,L,-31.0,2.0,False,CAR,Shot,1,659.0,2019020023,8476441.0,2019020023_69,REGULAR,,,,,8474651.0,,2019-10-06 00:34:52,backhand,False,False,False
S. Aho,RW,16.1245154965971,L,73.0,2.0,False,CAR,Shot,1,584.0,2019020023,8478427.0,2019020023_78,REGULAR,,,,,8474651.0,,2019-10-06 00:37:19,wrist,False,False,False
R. Gudas,D,70.32780389006896,R,28.0,-35.0,False,WSH,Missed Shot,1,531.0,2019020023,8475462.0,2019020023_80,REGULAR,wide of net,,,,,,2019-10-06 00:38:12,,True,False,False
M. Fehervary,D,70.2353187506115,L,27.0,33.0,False,WSH,Missed Shot,1,501.0,2019020023,8480796.0,2019020023_84,REGULAR,wide of net,,,,,,2019-10-06 00:39:10,,True,False,False
J. Staal,C,41.03656905736639,L,61.0,30.0,False,CAR,Shot,1,419.0,2019020023,8473533.0,2019020023_87,REGULAR,,,,,8474651.0,,2019-10-06 00:40:31,wrist,False,False,False
J. Vrana,LW,32.01562118716424,L,57.0,1.0,False,WSH,Missed Shot,1,342.0,2019020023,8477944.0,2019020023_93,REGULAR,wide of net,,,,,,2019-10-06 00:44:16,,True,False,False
R. Dzingel,LW,34.36568055487916,L,84.0,34.0,False,CAR,Shot,1,319.0,2019020023,8476288.0,2019020023_94,REGULAR,,,,,8474651.0,,2019-10-06 00:44:40,wrist,False,False,False
R. Panik,RW,23.259406699226016,L,68.0,10.0,False,WSH,Shot,1,290.0,2019020023,8475209.0,2019020023_97,REGULAR,,,,,8473503.0,,2019-10-06 00:45:35,tip-in,False,False,False
M. Fehervary,D,59.16924876994806,L,38.0,30.0,False,WSH,Shot,1,214.0,2019020023,8480796.0,2019020023_104,REGULAR,,,,,8473503.0,,2019-10-06 00:49:31,wrist,False,False,False
R. Gudas,D,64.40496875241847,R,31.0,-28.0,False,WSH,Shot,1,203.0,2019020023,8475462.0,2019020023_106,REGULAR,,,,,8473503.0,,2019-10-06 00:49:43,wrist,False,False,False
L. Eller,C,13.0,L,76.0,0.0,False,WSH,Missed Shot,1,195.0,2019020023,8474189.0,2019020023_109,REGULAR,wide of net,,,,,,2019-10-06 00:50:43,,True,False,False
G. Hathaway,RW,11.40175425099138,R,80.0,7.0,True,WSH,Goal,1,157.0,2019020023,8477903.0,2019020023_113,REGULAR,,8476894.0,,,8473503.0,8477903.0,2019-10-06 00:51:24,wrist,False,False,False
H. Fleury,D,25.55386467836128,L,76.0,-22.0,False,CAR,Shot,1,147.0,2019020023,8477938.0,2019020023_116,REGULAR,,,,,8474651.0,,2019-10-06 00:52:09,wrist,False,False,False
A. Ovechkin,LW,43.829214001622255,R,50.0,20.0,False,WSH,Shot,1,14.0,2019020023,8471214.0,2019020023_125,REGULAR,,,,,8473503.0,,2019-10-06 00:55:31,snap,False,False,False
T. Oshie,RW,5.385164807134504,R,87.0,5.0,False,WSH,Shot,1,13.0,2019020023,8471698.0,2019020023_126,REGULAR,,,,,8473503.0,,2019-10-06 00:55:35,backhand,False,False,False
B. McGinn,LW,19.4164878389476,L,85.0,19.0,False,CAR,Shot,2,1155.0,2019020023,8476934.0,2019020023_132,REGULAR,,,,,8474651.0,,2019-10-06 01:15:02,wrist,False,False,False
N. Niederreiter,RW,38.28837943815329,L,60.0,-25.0,False,CAR,Missed Shot,2,1108.0,2019020023,8475799.0,2019020023_133,REGULAR,wide of net,,,,,,2019-10-06 01:15:52,,True,False,False
H. Fleury,D,65.73431371817918,L,34.0,-36.0,False,CAR,Missed Shot,2,1104.0,2019020023,8477938.0,2019020023_136,REGULAR,wide of net,,,,,,2019-10-06 01:16:30,,True,False,False
D. Hamilton,D,39.59797974644666,R,61.0,-28.0,False,CAR,Shot,2,1004.0,2019020023,8476462.0,2019020023_139,REGULAR,,,,,8474651.0,,2019-10-06 01:18:01,wrist,False,False,False
G. Hathaway,RW,23.769728648009423,R,67.0,-9.0,False,WSH,Shot,2,951.0,2019020023,8477903.0,2019020023_141,REGULAR,,,,,8473503.0,,2019-10-06 01:18:54,backhand,False,False,False
B. Leipsic,LW,18.68154169226941,L,71.0,5.0,False,WSH,Shot,2,949.0,2019020023,8476894.0,2019020023_142,REGULAR,,,,,8473503.0,,2019-10-06 01:19:00,wrist,False,False,False
A. Ovechkin,LW,34.88552708502482,R,58.0,16.0,False,WSH,Shot,2,933.0,2019020023,8471214.0,2019020023_143,REGULAR,,,,,8473503.0,,2019-10-06 01:19:12,wrist,False,False,False
B. McGinn,LW,29.73213749463701,L,69.0,22.0,False,CAR,Shot,2,818.0,2019020023,8476934.0,2019020023_151,REGULAR,,,,,8474651.0,,2019-10-06 01:22:53,wrist,False,False,False
M. Necas,C,33.37663853655727,R,56.0,-5.0,False,CAR,Shot,2,702.0,2019020023,8480039.0,2019020023_159,REGULAR,,,,,8474651.0,,2019-10-06 01:24:46,wrist,False,False,False
E. Haula,LW,9.848857801796104,L,80.0,-4.0,False,CAR,Missed Shot,2,684.0,2019020023,8475287.0,2019020023_163,REGULAR,wide of net,,,,,,2019-10-06 01:27:18,,True,False,False
A. Svechnikov,RW,12.36931687685298,L,86.0,12.0,False,CAR,Missed Shot,2,682.0,2019020023,8480830.0,2019020023_164,REGULAR,wide of net,,,,,,2019-10-06 01:27:23,,True,False,False
B. Pesce,D,52.49761899362675,R,49.0,-34.0,False,CAR,Shot,2,544.0,2019020023,8477488.0,2019020023_169,REGULAR,,,,,8474651.0,,2019-10-06 01:30:17,slap,False,False,False
J. Vrana,LW,46.04345773288535,L,63.0,38.0,False,WSH,Shot,2,503.0,2019020023,8477944.0,2019020023_172,REGULAR,,,,,8473503.0,,2019-10-06 01:33:15,snap,False,False,False
T. Oshie,RW,4.47213595499958,R,85.0,-2.0,True,WSH,Goal,2,500.0,2019020023,8471698.0,2019020023_174,REGULAR,,8477944.0,8475462.0,,8473503.0,8471698.0,2019-10-06 01:35:36,backhand,False,False,False
T. Wilson,RW,25.079872407968907,R,64.0,-2.0,False,WSH,Missed Shot,2,459.0,2019020023,8476880.0,2019020023_176,REGULAR,wide of net,,,,,,2019-10-06 01:37:56,,True,False,False
A. Ovechkin,LW,46.06517122512408,R,48.0,21.0,False,WSH,Shot,2,436.0,2019020023,8471214.0,2019020023_178,REGULAR,,,,,8473503.0,,2019-10-06 01:38:20,wrist,False,False,False
A. Ovechkin,LW,36.89173349139343,R,58.0,20.0,False,WSH,Shot,2,340.0,2019020023,8471214.0,2019020023_185,REGULAR,,,,,8473503.0,,2019-10-06 01:41:11,slap,False,False,False
N. Backstrom,C,27.018512172212592,L,68.0,-17.0,False,WSH,Shot,2,332.0,2019020023,8473563.0,2019020023_186,REGULAR,,,,,8473503.0,,2019-10-06 01:41:19,slap,False,False,False
N. Jensen,D,52.40229002629561,R,54.0,-39.0,False,WSH,Missed Shot,2,244.0,2019020023,8475324.0,2019020023_191,REGULAR,over net,,,,,,2019-10-06 01:43:20,,True,False,False
S. Aho,RW,9.219544457292889,L,80.0,2.0,False,CAR,Shot,2,203.0,2019020023,8478427.0,2019020023_199,REGULAR,,,,,8474651.0,,2019-10-06 01:47:02,wrist,False,False,False
W. Foegele,LW,8.06225774829855,L,82.0,4.0,False,CAR,Shot,2,197.0,2019020023,8477998.0,2019020023_202,REGULAR,,,,,8474651.0,,2019-10-06 01:49:46,tip-in,False,False,False
S. Aho,RW,16.0312195418814,L,88.0,-16.0,False,CAR,Missed Shot,2,11.0,2019020023,8478427.0,2019020023_212,REGULAR,wide of net,,,,,,2019-10-06 01:54:32,,True,False,False
J. Carlson,D,43.04648650006177,R,52.0,-22.0,False,WSH,Shot,2,2.0,2019020023,8474590.0,2019020023_213,REGULAR,,,,,8473503.0,,2019-10-06 01:54:42,slap,False,False,False
A. Svechnikov,RW,43.56604182158393,L,52.0,23.0,False,CAR,Shot,3,1075.0,2019020023,8480830.0,2019020023_224,REGULAR,,,,,8474651.0,,2019-10-06 02:16:29,wrist,False,False,False
E. Haula,LW,4.123105625617661,L,85.0,1.0,True,CAR,Goal,3,1044.0,2019020023,8475287.0,2019020023_230,REGULAR,,8476882.0,8480830.0,,8474651.0,8475287.0,2019-10-06 02:17:38,tip-in,False,False,False
M. Fehervary,D,59.033888572581766,L,43.0,37.0,False,WSH,Shot,3,1035.0,2019020023,8480796.0,2019020023_234,REGULAR,,,,,8473503.0,,2019-10-06 02:18:57,wrist,False,False,False
R. Dzingel,LW,36.68787265568828,L,78.0,-35.0,False,CAR,Missed Shot,3,907.0,2019020023,8476288.0,2019020023_243,REGULAR,wide of net,,,,,,2019-10-06 02:22:07,,True,False,False
B. Leipsic,LW,9.486832980505138,L,80.0,-3.0,False,WSH,Shot,3,869.0,2019020023,8476894.0,2019020023_246,REGULAR,,,,,8473503.0,,2019-10-06 02:22:45,backhand,False,False,False
C. Stephenson,C,17.0,L,81.0,15.0,False,WSH,Missed Shot,3,829.0,2019020023,8476905.0,2019020023_253,REGULAR,wide of net,,,,,,2019-10-06 02:24:13,,True,False,False
C. Hagelin,LW,6.0,L,89.0,-6.0,False,WSH,Shot,3,823.0,2019020023,8474176.0,2019020023_255,REGULAR,,,,,8473503.0,,2019-10-06 02:24:46,wrist,False,False,False
T. Wilson,RW,56.0357029044876,R,33.0,2.0,False,WSH,Shot,3,786.0,2019020023,8476880.0,2019020023_256,REGULAR,,,,,8473503.0,,2019-10-06 02:24:59,tip-in,False,False,False
J. Gardiner,D,63.07138812488592,L,32.0,-27.0,False,CAR,Shot,3,683.0,2019020023,8474581.0,2019020023_261,REGULAR,,,,,8474651.0,,2019-10-06 02:29:00,slap,False,False,False
S. Aho,RW,45.34313619501854,L,55.0,-30.0,False,CAR,Shot,3,672.0,2019020023,8478427.0,2019020023_262,REGULAR,,,,,8474651.0,,2019-10-06 02:29:11,wrist,False,False,False
J. Carlson,D,25.96150997149434,R,64.0,-7.0,False,WSH,Shot,3,619.0,2019020023,8474590.0,2019020023_264,REGULAR,,,,,8473503.0,,2019-10-06 02:30:04,wrist,False,False,False
J. Slavin,D,8.246211251235321,L,81.0,2.0,True,CAR,Goal,3,610.0,2019020023,8476958.0,2019020023_265,REGULAR,,8476921.0,8477998.0,,8474651.0,8476958.0,2019-10-06 02:30:23,tip-in,False,False,False
B. McGinn,LW,44.94441010848846,L,65.0,-38.0,False,CAR,Missed Shot,3,554.0,2019020023,8476934.0,2019020023_268,REGULAR,wide of net,,,,,,2019-10-06 02:31:53,,True,False,False
C. Stephenson,C,19.209372712298546,L,77.0,15.0,False,WSH,Missed Shot,3,536.0,2019020023,8476905.0,2019020023_269,REGULAR,wide of net,,,,,,2019-10-06 02:32:11,,True,False,False
A. Ovechkin,LW,40.311288741492746,R,60.0,28.0,False,WSH,Missed Shot,3,510.0,2019020023,8471214.0,2019020023_274,REGULAR,wide of net,,,,,,2019-10-06 02:35:20,,True,False,False
A. Ovechkin,LW,43.41658669218482,R,68.0,38.0,False,WSH,Missed Shot,3,500.0,2019020023,8471214.0,2019020023_275,REGULAR,wide of net,,,,,,2019-10-06 02:35:28,,True,False,False
A. Ovechkin,LW,17.029386365926403,R,72.0,1.0,False,WSH,Shot,3,498.0,2019020023,8471214.0,2019020023_276,REGULAR,,,,,8473503.0,,2019-10-06 02:35:35,backhand,False,False,False
J. Vrana,LW,32.202484376209235,L,70.0,26.0,False,WSH,Missed Shot,3,467.0,2019020023,8477944.0,2019020023_279,REGULAR,goalpost,,,,,,2019-10-06 02:36:34,,True,False,False
T. Wilson,RW,32.01562118716424,R,69.0,25.0,False,WSH,Shot,3,452.0,2019020023,8476880.0,2019020023_280,REGULAR,,,,,8473503.0,,2019-10-06 02:36:51,wrist,False,False,False
N. Niederreiter,RW,34.0,L,59.0,-16.0,False,CAR,Shot,3,434.0,2019020023,8475799.0,2019020023_284,REGULAR,,,,,8474651.0,,2019-10-06 02:38:17,wrist,False,False,False
N. Niederreiter,RW,19.79898987322333,L,75.0,-14.0,False,CAR,Missed Shot,3,424.0,2019020023,8475799.0,2019020023_285,REGULAR,wide of net,,,,,,2019-10-06 02:38:27,,True,False,False
A. Ovechkin,LW,63.41135544995076,R,39.0,-39.0,False,WSH,Shot,3,405.0,2019020023,8471214.0,2019020023_287,REGULAR,,,,,8473503.0,,2019-10-06 02:38:46,slap,False,False,False
B. Leipsic,LW,15.620499351813308,L,79.0,-12.0,False,WSH,Shot,3,233.0,2019020023,8476894.0,2019020023_293,REGULAR,,,,,8473503.0,,2019-10-06 02:42:17,wrist,False,False,False
N. Niederreiter,RW,29.9666481275434,L,62.0,13.0,False,CAR,Shot,3,221.0,2019020023,8475799.0,2019020023_294,REGULAR,,,,,8474651.0,,2019-10-06 02:42:30,wrist,False,False,False
S. Aho,RW,53.23532661682466,L,36.0,5.0,False,CAR,Shot,3,115.0,2019020023,8478427.0,2019020023_300,REGULAR,,,,,8474651.0,,2019-10-06 02:47:17,wrist,False,False,False
N. Backstrom,C,20.39607805437113,L,69.0,4.0,False,WSH,Shot,4,285.0,2019020023,8473563.0,2019020023_311,OVERTIME,,,,,8473503.0,,2019-10-06 02:52:48,snap,False,False,False
J. Carlson,D,32.449961479175904,R,62.0,-18.0,False,WSH,Shot,4,276.0,2019020023,8474590.0,2019020023_314,OVERTIME,,,,,8473503.0,,2019-10-06 02:53:40,slap,False,False,False
J. Carlson,D,35.22782990761707,R,69.0,29.0,False,WSH,Missed Shot,4,239.0,2019020023,8474590.0,2019020023_317,OVERTIME,wide of net,,,,,,2019-10-06 02:54:35,,True,False,False
J. Carlson,D,29.068883707497267,R,70.0,22.0,False,WSH,Missed Shot,4,202.0,2019020023,8474590.0,2019020023_319,OVERTIME,wide of net,,,,,,2019-10-06 02:55:12,,True,False,False
T. Oshie,RW,9.486832980505138,R,80.0,3.0,False,WSH,Shot,4,186.0,2019020023,8471698.0,2019020023_320,OVERTIME,,,,,8473503.0,,2019-10-06 02:55:28,tip-in,False,False,False
A. Ovechkin,LW,43.829214001622255,R,53.0,25.0,False,WSH,Missed Shot,4,167.0,2019020023,8471214.0,2019020023_322,OVERTIME,wide of net,,,,,,2019-10-06 02:55:43,,True,False,False
A. Ovechkin,LW,23.769728648009423,R,80.0,-22.0,False,WSH,Shot,4,140.0,2019020023,8471214.0,2019020023_323,OVERTIME,,,,,8473503.0,,2019-10-06 02:56:15,wrist,False,False,False
D. Orlov,D,19.4164878389476,L,78.0,16.0,False,WSH,Shot,4,123.0,2019020023,8475200.0,2019020023_324,OVERTIME,,,,,8473503.0,,2019-10-06 02:56:32,backhand,False,False,False
N. Jensen,D,26.0768096208106,R,67.0,-14.0,False,WSH,Shot,4,96.0,2019020023,8475324.0,2019020023_327,OVERTIME,,,,,8473503.0,,2019-10-06 02:56:59,wrist,False,False,False
J. Vrana,LW,34.713109915419565,L,66.0,26.0,False,WSH,Missed Shot,4,75.0,2019020023,8477944.0,2019020023_330,OVERTIME,wide of net,,,,,,2019-10-06 02:58:05,,True,False,False
J. Gardiner,D,30.23243291566195,L,64.0,17.0,True,CAR,Goal,4,56.0,2019020023,8474581.0,2019020023_331,OVERTIME,,8480830.0,,,8474651.0,8474581.0,2019-10-06 02:58:31,snap,False,False,True
B. Pesce,D,50.566787519082126,R,43.0,-21.0,False,CAR,Missed Shot,1,1142.0,2019020031,8477488.0,2019020031_7,REGULAR,wide of net,,,,,,2019-10-06 22:09:13,,True,False,False
B. McGinn,LW,37.12142238654117,L,56.0,-17.0,False,CAR,Missed Shot,1,1132.0,2019020031,8476934.0,2019020031_9,REGULAR,goalpost,,,,,,2019-10-06 22:11:18,,True,False,False
B. Pesce,D,54.62600113499065,R,39.0,-22.0,True,CAR,Goal,1,1126.0,2019020031,8477488.0,2019020031_10,REGULAR,,8476934.0,8480830.0,,8470147.0,8477488.0,2019-10-06 22:09:51,snap,False,False,False
S. Aho,RW,19.235384061671343,L,80.0,17.0,False,CAR,Shot,1,1091.0,2019020031,8478427.0,2019020031_15,REGULAR,,,,,8470147.0,,2019-10-06 22:11:09,wrist,False,False,False
T. Johnson,C,44.0,R,45.0,0.0,True,TBL,Goal,1,1058.0,2019020031,8474870.0,2019020031_21,REGULAR,,8475167.0,,,8475852.0,8474870.0,2019-10-06 22:12:03,slap,False,False,False
