name,pos,dist,hand,st_x,st_y,goal,team,event,period,period_time_remaining,game_id,player_id,shot_id,period_type,miss_loc,assist,assist2,blocker,goalie,scorer,date_time,shot_type,missed_net,empty,gw
D. Savard,D,54.589376255824725,R,41.0,-26.0,False,CBJ,Shot,1,516.0,2019020619,8475233.0,2019020619_60,REGULAR,,,,,8475683.0,,2020-01-01 00:28:09,snap,False,False,False
N. Foligno,LW,36.22154055254967,L,53.0,4.0,False,CBJ,Shot,1,512.0,2019020619,8473422.0,2019020619_61,REGULAR,,,,,8475683.0,,2020-01-01 00:28:13,wrist,False,False,False
K. Stenlund,C,44.91102314577124,R,45.0,-9.0,False,CBJ,Shot,1,470.0,2019020619,8478831.0,2019020619_65,REGULAR,,,,,8475683.0,,2020-01-01 00:28:55,wrist,False,False,False
E. Dadonov,RW,56.64803615307419,L,36.0,20.0,False,FLA,Missed Shot,1,389.0,2019020619,8474149.0,2019020619_74,REGULAR,wide of net,,,,,,2020-01-01 00:33:07,,True,False,False
K. Stenlund,C,86.37708029332781,R,8.0,30.0,False,CBJ,Shot,1,289.0,2019020619,8478831.0,2019020619_82,REGULAR,,,,,8475683.0,,2020-01-01 00:37:08,wrist,False,False,False
N. Gerbe,C,79.40403012442127,L,21.0,-41.0,False,CBJ,Shot,1,275.0,2019020619,8471804.0,2019020619_83,REGULAR,,,,,8475683.0,,2020-01-01 00:37:21,tip-in,False,False,False
Z. Werenski,D,34.36568055487916,L,84.0,34.0,False,CBJ,Shot,1,213.0,2019020619,8478460.0,2019020619_87,REGULAR,,,,,8475683.0,,2020-01-01 00:38:48,wrist,False,False,False
G. Nyquist,RW,14.560219778561036,L,85.0,14.0,False,CBJ,Shot,1,206.0,2019020619,8474679.0,2019020619_89,REGULAR,,,,,8475683.0,,2020-01-01 00:38:55,backhand,False,False,False
S. Jones,D,53.0,R,44.0,28.0,False,CBJ,Shot,1,200.0,2019020619,8477495.0,2019020619_91,REGULAR,,,,,8475683.0,,2020-01-01 00:39:02,snap,False,False,False
D. Kukan,D,61.85466837676846,L,38.0,-35.0,False,CBJ,Shot,1,156.0,2019020619,8478567.0,2019020619_95,REGULAR,,,,,8475683.0,,2020-01-01 00:40:51,wrist,False,False,False
V. Trocheck,C,29.154759474226505,R,74.0,25.0,False,FLA,Shot,1,138.0,2019020619,8476389.0,2019020619_98,REGULAR,,,,,8478007.0,,2020-01-01 00:41:33,wrist,False,False,False
A. Ekblad,D,58.59180830116101,R,37.0,-27.0,False,FLA,Shot,1,129.0,2019020619,8477932.0,2019020619_101,REGULAR,,,,,8478007.0,,2020-01-01 00:42:09,slap,False,False,False
A. Ekblad,D,41.10960958218893,R,76.0,-39.0,False,FLA,Shot,1,3.0,2019020619,8477932.0,2019020619_108,REGULAR,,,,,8478007.0,,2020-01-01 00:44:47,snap,False,False,False
B. Connolly,RW,47.38143096192854,R,55.0,33.0,False,FLA,Shot,2,1103.0,2019020619,8475792.0,2019020619_117,REGULAR,,,,,8478007.0,,2020-01-01 01:05:25,wrist,False,False,False
B. Connolly,RW,67.11929677819934,R,33.0,37.0,False,FLA,Missed Shot,2,1084.0,2019020619,8475792.0,2019020619_118,REGULAR,wide of net,,,,,,2020-01-01 01:05:44,,True,False,False
F. Vatrano,C,12.206555615733702,L,79.0,7.0,False,FLA,Missed Shot,2,1060.0,2019020619,8478366.0,2019020619_123,REGULAR,wide of net,,,,,,2020-01-01 01:06:39,,True,False,False
C. Sceviour,C,26.0,R,63.0,0.0,True,FLA,Goal,2,981.0,2019020619,8474098.0,2019020619_125,REGULAR,,8471873.0,8475796.0,,8478007.0,8474098.0,2020-01-01 01:08:05,tip-in,False,False,False
A. Barkov,C,48.27007354458868,L,42.0,-11.0,False,FLA,Shot,2,917.0,2019020619,8477493.0,2019020619_129,REGULAR,,,,,8478007.0,,2020-01-01 01:09:40,wrist,False,False,False
V. Trocheck,C,36.0,R,53.0,0.0,False,FLA,Shot,2,912.0,2019020619,8476389.0,2019020619_132,REGULAR,,,,,8478007.0,,2020-01-01 01:10:18,snap,False,False,False
R. Nash,C,14.422205101855956,R,77.0,8.0,False,CBJ,Missed Shot,2,889.0,2019020619,8474062.0,2019020619_134,REGULAR,wide of net,,,,,,2020-01-01 01:10:40,,True,False,False
G. Nyquist,RW,14.317821063276352,L,75.0,-3.0,False,CBJ,Shot,2,839.0,2019020619,8474679.0,2019020619_136,REGULAR,,,,,8475683.0,,2020-01-01 01:11:30,backhand,False,False,False
G. Nyquist,RW,19.235384061671343,L,72.0,-9.0,False,CBJ,Shot,2,817.0,2019020619,8474679.0,2019020619_140,REGULAR,,,,,8475683.0,,2020-01-01 01:14:16,tip-in,False,False,False
D. Toninato,C,6.324555320336759,L,87.0,6.0,False,FLA,Shot,2,801.0,2019020619,8476952.0,2019020619_141,REGULAR,,,,,8478007.0,,2020-01-01 01:14:33,backhand,False,False,False
A. Stralman,D,27.018512172212592,R,62.0,1.0,False,FLA,Shot,2,799.0,2019020619,8471873.0,2019020619_142,REGULAR,,,,,8478007.0,,2020-01-01 01:14:33,backhand,False,False,False
E. Robinson,LW,40.80441152620633,L,56.0,-24.0,False,CBJ,Shot,2,736.0,2019020619,8480762.0,2019020619_148,REGULAR,,,,,8475683.0,,2020-01-01 01:16:21,wrist,False,False,False
K. Stenlund,C,36.7967389859482,R,64.0,-27.0,False,CBJ,Shot,2,690.0,2019020619,8478831.0,2019020619_154,REGULAR,,,,,8475683.0,,2020-01-01 01:18:19,wrist,False,False,False
P. Dubois,C,37.48332962798263,L,62.0,26.0,False,CBJ,Shot,2,677.0,2019020619,8479400.0,2019020619_155,REGULAR,,,,,8475683.0,,2020-01-01 01:18:32,wrist,False,False,False
M. Hoffman,LW,25.179356624028344,L,64.0,3.0,False,FLA,Missed Shot,2,570.0,2019020619,8474884.0,2019020619_162,REGULAR,over net,,,,,,2020-01-01 01:20:38,,True,False,False
E. Dadonov,RW,37.10795063055895,L,53.0,9.0,False,FLA,Shot,2,519.0,2019020619,8474149.0,2019020619_169,REGULAR,,,,,8478007.0,,2020-01-01 01:23:42,snap,False,False,False
K. Yandle,D,56.08029957123981,L,37.0,-21.0,False,FLA,Shot,2,510.0,2019020619,8471735.0,2019020619_172,REGULAR,,,,,8478007.0,,2020-01-01 01:24:13,slap,False,False,False
B. Jenner,C,25.942243542145693,L,66.0,12.0,False,CBJ,Shot,2,490.0,2019020619,8476432.0,2019020619_174,REGULAR,,,,,8475683.0,,2020-01-01 01:24:29,wrist,False,False,False
A. Ekblad,D,47.042533945356304,R,42.0,-2.0,False,FLA,Shot,2,407.0,2019020619,8477932.0,2019020619_178,REGULAR,,,,,8478007.0,,2020-01-01 01:26:27,snap,False,False,False
K. Stenlund,C,28.178005607210743,R,76.0,-25.0,False,CBJ,Shot,2,309.0,2019020619,8478831.0,2019020619_183,REGULAR,,,,,8475683.0,,2020-01-01 01:30:13,wrist,False,False,False
B. Jenner,C,21.095023109728988,L,68.0,-2.0,True,CBJ,Goal,2,266.0,2019020619,8476432.0,2019020619_184,REGULAR,,8474679.0,8477505.0,,8475683.0,8476432.0,2020-01-01 01:31:06,snap,False,False,True
J. Huberdeau,LW,41.43669871020132,L,50.0,-14.0,False,FLA,Shot,2,243.0,2019020619,8476456.0,2019020619_186,REGULAR,,,,,8478007.0,,2020-01-01 01:32:10,wrist,False,False,False
R. Stillman,D,61.85466837676846,L,38.0,35.0,False,FLA,Missed Shot,2,225.0,2019020619,8479388.0,2019020619_188,REGULAR,wide of net,,,,,,2020-01-01 01:32:27,,True,False,False
B. Boyle,C,44.94441010848846,L,47.0,16.0,False,FLA,Shot,2,144.0,2019020619,8470619.0,2019020619_189,REGULAR,,,,,8478007.0,,2020-01-01 01:33:49,snap,False,False,False
R. Stillman,D,54.74486277268398,L,35.0,-9.0,False,FLA,Missed Shot,2,92.0,2019020619,8479388.0,2019020619_193,REGULAR,wide of net,,,,,,2020-01-01 01:35:17,,True,False,False
A. Barkov,C,18.35755975068582,L,73.0,9.0,False,FLA,Missed Shot,2,74.0,2019020619,8477493.0,2019020619_196,REGULAR,wide of net,,,,,,2020-01-01 01:36:06,,True,False,False
E. Dadonov,RW,58.240879114244144,L,33.0,-16.0,False,FLA,Shot,2,36.0,2019020619,8474149.0,2019020619_198,REGULAR,,,,,8478007.0,,2020-01-01 01:36:45,slap,False,False,False
V. Trocheck,C,32.38826948140329,R,57.0,5.0,False,FLA,Shot,2,23.0,2019020619,8476389.0,2019020619_201,REGULAR,,,,,8478007.0,,2020-01-01 01:37:32,wrist,False,False,False
V. Trocheck,C,37.73592452822641,R,57.0,20.0,False,FLA,Shot,2,16.0,2019020619,8476389.0,2019020619_204,REGULAR,,,,,8478007.0,,2020-01-01 01:38:04,wrist,False,False,False
N. Acciari,C,30.083217912982647,R,61.0,11.0,False,FLA,Shot,2,12.0,2019020619,8478569.0,2019020619_206,REGULAR,,,,,8478007.0,,2020-01-01 01:38:09,backhand,False,False,False
V. Trocheck,C,22.20360331117452,R,67.0,3.0,False,FLA,Missed Shot,2,1.0,2019020619,8476389.0,2019020619_209,REGULAR,wide of net,,,,,,2020-01-01 01:38:49,,True,False,False
R. Stillman,D,34.92849839314596,L,57.0,-14.0,False,FLA,Missed Shot,3,1173.0,2019020619,8479388.0,2019020619_215,REGULAR,wide of net,,,,,,2020-01-01 01:57:45,,True,False,False
Z. Werenski,D,43.04648650006177,L,52.0,22.0,True,CBJ,Goal,3,947.0,2019020619,8478460.0,2019020619_221,REGULAR,,8475233.0,8476432.0,,8475683.0,8478460.0,2020-01-01 02:01:33,wrist,False,False,False
Z. Werenski,D,60.166435825965294,L,31.0,-16.0,False,CBJ,Shot,3,884.0,2019020619,8478460.0,2019020619_226,REGULAR,,,,,8475683.0,,2020-01-01 02:06:26,wrist,False,False,False
F. Vatrano,C,40.24922359499622,L,53.0,18.0,False,FLA,Shot,3,876.0,2019020619,8478366.0,2019020619_227,REGULAR,,,,,8478007.0,,2020-01-01 02:06:34,wrist,False,False,False
Z. Werenski,D,36.68787265568828,L,54.0,11.0,True,CBJ,Goal,3,716.0,2019020619,8478460.0,2019020619_232,REGULAR,,8474679.0,8473422.0,,8475683.0,8478460.0,2020-01-01 02:09:16,wrist,False,False,False
N. Gerbe,C,43.382023926967726,L,50.0,19.0,False,CBJ,Shot,3,673.0,2019020619,8471804.0,2019020619_237,REGULAR,,,,,8475683.0,,2020-01-01 02:12:57,wrist,False,False,False
J. Brown,D,64.1404708432983,R,34.0,-33.0,False,FLA,Missed Shot,3,631.0,2019020619,8477384.0,2019020619_238,REGULAR,over net,,,,,,2020-01-01 02:13:39,,True,False,False
B. Connolly,RW,42.2965719651132,R,47.0,5.0,False,FLA,Missed Shot,3,518.0,2019020619,8475792.0,2019020619_244,REGULAR,wide of net,,,,,,2020-01-01 02:17:42,,True,False,False
M. Matheson,D,57.77542730261716,L,36.0,23.0,False,FLA,Shot,3,492.0,2019020619,8476875.0,2019020619_248,REGULAR,,,,,8478007.0,,2020-01-01 02:18:35,wrist,False,False,False
K. Yandle,D,96.00520819205592,L,-7.0,1.0,False,FLA,Shot,3,447.0,2019020619,8471735.0,2019020619_250,REGULAR,,,,,8478007.0,,2020-01-01 02:19:20,wrist,False,False,False
C. Sceviour,C,37.53664875824692,R,64.0,-28.0,False,FLA,Shot,3,401.0,2019020619,8474098.0,2019020619_252,REGULAR,,,,,8478007.0,,2020-01-01 02:20:05,wrist,False,False,False
S. Jones,D,46.86149805543992,R,53.0,30.0,False,CBJ,Shot,3,377.0,2019020619,8477495.0,2019020619_257,REGULAR,,,,,8475683.0,,2020-01-01 02:22:53,wrist,False,False,False
M. Hoffman,LW,31.89043743820395,L,65.0,-21.0,False,FLA,Shot,3,240.0,2019020619,8474884.0,2019020619_263,REGULAR,,,,,8478007.0,,2020-01-01 02:25:10,wrist,False,False,False
V. Trocheck,C,12.529964086141668,R,83.0,-11.0,False,FLA,Missed Shot,3,173.0,2019020619,8476389.0,2019020619_268,REGULAR,wide of net,,,,,,2020-01-01 02:28:33,,True,False,False
J. Brown,D,49.20365840057018,R,59.0,-39.0,False,FLA,Shot,3,106.0,2019020619,8477384.0,2019020619_277,REGULAR,,,,,8478007.0,,2020-01-01 02:30:32,wrist,False,False,False
M. Pysyk,D,15.0,R,74.0,0.0,False,FLA,Shot,3,95.0,2019020619,8475796.0,2019020619_278,REGULAR,,,,,8478007.0,,2020-01-01 02:30:43,tip-in,False,False,False
Z. Werenski,D,45.27692569068709,L,56.0,-31.0,False,CBJ,Shot,3,27.0,2019020619,8478460.0,2019020619_282,REGULAR,,,,,8475683.0,,2020-01-01 02:32:14,wrist,False,False,False
E. Robinson,LW,17.0,L,72.0,0.0,False,CBJ,Shot,3,25.0,2019020619,8480762.0,2019020619_283,REGULAR,,,,,8475683.0,,2020-01-01 02:32:16,backhand,False,False,False
F. Vatrano,C,54.62600113499065,L,39.0,-22.0,False,FLA,Shot,3,3.0,2019020619,8478366.0,2019020619_285,REGULAR,,,,,8478007.0,,2020-01-01 02:32:40,wrist,False,False,False
R. Stillman,D,34.828149534536,L,62.0,22.0,False,FLA,Shot,1,1168.0,2019020654,8479388.0,2019020654_6,REGULAR,,,,,8477465.0,,2020-01-05 22:09:08,wrist,False,False,False
F. Vatrano,C,15.264337522473747,L,76.0,-8.0,False,FLA,Shot,1,1053.0,2019020654,8478366.0,2019020654_11,REGULAR,,,,,8477465.0,,2020-01-05 22:11:16,backhand,False,False,False
F. Vatrano,C,8.06225774829855,L,81.0,1.0,True,FLA,Goal,1,1052.0,2019020654,8478366.0,2019020654_12,REGULAR,,8474884.0,,,8477465.0,8478366.0,2020-01-05 22:11:24,wrist,False,False,False
D. Malgin,C,17.804493814764857,R,75.0,11.0,False,FLA,Shot,1,1029.0,2019020654,8478843.0,2019020654_14,REGULAR,,,,,8477465.0,,2020-01-05 22:12:20,backhand,False,False,False
J. McCann,C,14.7648230602334,L,76.0,7.0,True,PIT,Goal,1,968.0,2019020654,8477955.0,2019020654_17,REGULAR,,8478866.0,8478507.0,,8476904.0,8477955.0,2020-01-05 22:13:23,snap,False,False,False
Z. Aston-Reese,C,41.10960958218893,L,50.0,-13.0,False,PIT,Shot,1,929.0,2019020654,8479944.0,2019020654_20,REGULAR,,,,,8476904.0,,2020-01-05 22:14:44,wrist,False,False,False
F. Vatrano,C,33.94112549695428,L,65.0,24.0,False,FLA,Shot,1,908.0,2019020654,8478366.0,2019020654_22,REGULAR,,,,,8477465.0,,2020-01-05 22:15:05,slap,False,False,False
T. Di Pauli,C,24.35159132377184,L,81.0,23.0,False,PIT,Missed Shot,1,815.0,2019020654,8476974.0,2019020654_26,REGULAR,wide of net,,,,,,2020-01-05 22:16:46,,True,False,False
P. Hornqvist,RW,31.016124838541646,R,58.0,1.0,False,PIT,Shot,1,796.0,2019020654,8471887.0,2019020654_29,REGULAR,,,,,8476904.0,,2020-01-05 22:19:11,wrist,False,False,False
B. Tanev,LW,17.029386365926403,L,72.0,-1.0,False,PIT,Shot,1,732.0,2019020654,8479293.0,2019020654_35,REGULAR,,,,,8476904.0,,2020-01-05 22:20:19,wrist,False,False,False
A. Ekblad,D,13.0,R,77.0,-5.0,False,FLA,Shot,1,675.0,2019020654,8477932.0,2019020654_39,REGULAR,,,,,8477465.0,,2020-01-05 22:21:44,wrist,False,False,False
J. Huberdeau,LW,20.5182845286832,L,74.0,-14.0,False,FLA,Missed Shot,1,671.0,2019020654,8476456.0,2019020654_40,REGULAR,wide of net,,,,,,2020-01-05 22:21:48,,True,False,False
B. Tanev,LW,28.442925306655784,L,61.0,-5.0,False,PIT,Shot,1,644.0,2019020654,8479293.0,2019020654_43,REGULAR,,,,,8476904.0,,2020-01-05 22:22:14,wrist,False,False,False
J. Brown,D,41.0,R,49.0,-9.0,False,FLA,Shot,1,634.0,2019020654,8477384.0,2019020654_45,REGULAR,,,,,8477465.0,,2020-01-05 22:22:26,slap,False,False,False
B. Connolly,RW,14.866068747318506,R,75.0,5.0,True,FLA,Goal,1,556.0,2019020654,8475792.0,2019020654_55,REGULAR,,8476389.0,8476875.0,,8477465.0,8475792.0,2020-01-05 22:24:41,wrist,False,False,True
R. Stillman,D,54.70831746635972,L,42.0,28.0,False,FLA,Missed Shot,1,497.0,2019020654,8479388.0,2019020654_59,REGULAR,over net,,,,,,2020-01-05 22:28:37,,True,False,False
P. Hornqvist,RW,16.0,R,73.0,0.0,False,PIT,Shot,1,408.0,2019020654,8471887.0,2019020654_68,REGULAR,,,,,8476904.0,,2020-01-05 22:30:10,wrist,False,False,False
J. Riikola,D,54.00925846556311,L,35.0,1.0,False,PIT,Missed Shot,1,355.0,2019020654,8480945.0,2019020654_71,REGULAR,goalpost,,,,,,2020-01-05 22:31:57,,True,False,False
P. Hornqvist,RW,23.769728648009423,R,67.0,-9.0,False,PIT,Missed Shot,1,297.0,2019020654,8471887.0,2019020654_74,REGULAR,wide of net,,,,,,2020-01-05 22:34:38,,True,False,False
P. Hornqvist,RW,16.97056274847714,R,77.0,12.0,False,PIT,Shot,1,292.0,2019020654,8471887.0,2019020654_75,REGULAR,,,,,8476904.0,,2020-01-05 22:34:45,wrist,False,False,False
E. Dadonov,RW,13.41640786499874,L,77.0,6.0,False,FLA,Shot,1,245.0,2019020654,8474149.0,2019020654_81,REGULAR,,,,,8477465.0,,2020-01-05 22:38:15,wrist,False,False,False
A. Ekblad,D,56.60388679233962,R,41.0,-30.0,False,FLA,Shot,1,230.0,2019020654,8477932.0,2019020654_84,REGULAR,,,,,8477465.0,,2020-01-05 22:39:05,slap,False,False,False
M. Matheson,D,34.40930106817051,L,69.0,-28.0,False,FLA,Shot,1,186.0,2019020654,8476875.0,2019020654_87,REGULAR,,,,,8477465.0,,2020-01-05 22:39:50,backhand,False,False,False
J. McCann,C,23.769728648009423,L,67.0,9.0,False,PIT,Missed Shot,1,179.0,2019020654,8477955.0,2019020654_88,REGULAR,wide of net,,,,,,2020-01-05 22:40:07,,True,False,False
P. Hornqvist,RW,8.06225774829855,R,90.0,8.0,False,PIT,Shot,1,176.0,2019020654,8471887.0,2019020654_89,REGULAR,,,,,8476904.0,,2020-01-05 22:40:07,backhand,False,False,False
E. Malkin,C,33.28663395418648,L,61.0,-18.0,False,PIT,Shot,1,110.0,2019020654,8471215.0,2019020654_94,REGULAR,,,,,8476904.0,,2020-01-05 22:42:16,slap,False,False,False
E. Malkin,C,42.20189569201838,L,48.0,-10.0,False,PIT,Shot,1,104.0,2019020654,8471215.0,2019020654_95,REGULAR,,,,,8476904.0,,2020-01-05 22:42:22,slap,False,False,False
A. Barkov,C,13.0,L,77.0,-5.0,False,FLA,Missed Shot,1,26.0,2019020654,8477493.0,2019020654_99,REGULAR,wide of net,,,,,,2020-01-05 22:44:25,,True,False,False
B. Rust,RW,25.495097567963924,R,78.0,-23.0,False,PIT,Missed Shot,2,1134.0,2019020654,8475810.0,2019020654_107,REGULAR,wide of net,,,,,,2020-01-05 23:04:40,,True,False,False
K. Yandle,D,61.29437168288782,L,35.0,29.0,False,FLA,Shot,2,1057.0,2019020654,8471735.0,2019020654_111,REGULAR,,,,,8477465.0,,2020-01-05 23:05:59,slap,False,False,False
B. Connolly,RW,42.05948168962618,R,52.0,20.0,False,FLA,Shot,2,1055.0,2019020654,8475792.0,2019020654_114,REGULAR,,,,,8477465.0,,2020-01-05 23:06:35,snap,False,False,False
P. Hornqvist,RW,37.94733192202055,R,53.0,12.0,False,PIT,Shot,2,993.0,2019020654,8471887.0,2019020654_118,REGULAR,,,,,8476904.0,,2020-01-05 23:08:10,snap,False,False,False
P. Hornqvist,RW,31.32091952673165,R,59.0,9.0,False,PIT,Shot,2,988.0,2019020654,8471887.0,2019020654_121,REGULAR,,,,,8476904.0,,2020-01-05 23:08:43,wrist,False,False,False
A. Ekblad,D,24.20743687382041,R,70.0,15.0,False,FLA,Shot,2,949.0,2019020654,8477932.0,2019020654_123,REGULAR,,,,,8477465.0,,2020-01-05 23:09:22,snap,False,False,False
D. Simon,C,31.400636936215164,L,64.0,-19.0,False,PIT,Shot,2,944.0,2019020654,8478866.0,2019020654_124,REGULAR,,,,,8476904.0,,2020-01-05 23:09:37,snap,False,False,False
E. Malkin,C,41.67733196834941,L,53.0,-21.0,False,PIT,Shot,2,905.0,2019020654,8471215.0,2019020654_129,REGULAR,,,,,8476904.0,,2020-01-05 23:10:51,wrist,False,False,False
B. Tanev,LW,6.0,L,89.0,6.0,False,PIT,Shot,2,903.0,2019020654,8479293.0,2019020654_130,REGULAR,,,,,8476904.0,,2020-01-05 23:10:57,backhand,False,False,False
B. Rust,RW,51.07837115648854,R,42.0,-20.0,False,PIT,Shot,2,877.0,2019020654,8475810.0,2019020654_131,REGULAR,,,,,8476904.0,,2020-01-05 23:11:19,slap,False,False,False
B. Connolly,RW,40.22437072223753,R,56.0,23.0,False,FLA,Shot,2,846.0,2019020654,8475792.0,2019020654_133,REGULAR,,,,,8477465.0,,2020-01-05 23:11:50,snap,False,False,False
D. Kahun,C,23.345235059857504,L,85.0,-23.0,False,PIT,Shot,2,775.0,2019020654,8480946.0,2019020654_142,REGULAR,,,,,8476904.0,,2020-01-05 23:15:49,backhand,False,False,False
D. Kahun,C,77.1621668954417,L,12.0,-5.0,False,PIT,Shot,2,752.0,2019020654,8480946.0,2019020654_146,REGULAR,,,,,8476904.0,,2020-01-05 23:16:12,wrist,False,False,False
J. Huberdeau,LW,34.058772731852805,L,55.0,2.0,False,FLA,Shot,2,666.0,2019020654,8476456.0,2019020654_149,REGULAR,,,,,8477465.0,,2020-01-05 23:17:09,wrist,False,False,False
K. Yandle,D,62.42595614005443,L,38.0,36.0,False,FLA,Shot,2,626.0,2019020654,8471735.0,2019020654_152,REGULAR,,,,,8477465.0,,2020-01-05 23:19:09,wrist,False,False,False
Z. Aston-Reese,C,11.31370849898476,L,81.0,8.0,False,PIT,Shot,2,607.0,2019020654,8479944.0,2019020654_153,REGULAR,,,,,8476904.0,,2020-01-05 23:19:19,wrist,False,False,False
D. Simon,C,15.264337522473747,L,76.0,8.0,False,PIT,Shot,2,413.0,2019020654,8478866.0,2019020654_166,REGULAR,,,,,8476904.0,,2020-01-05 23:25:58,tip-in,False,False,False
M. Matheson,D,57.14017850864661,L,41.0,31.0,False,FLA,Missed Shot,2,402.0,2019020654,8476875.0,2019020654_170,REGULAR,wide of net,,,,,,2020-01-05 23:26:44,,True,False,False
K. Yandle,D,59.0592922409336,L,37.0,28.0,False,FLA,Shot,2,328.0,2019020654,8471735.0,2019020654_172,REGULAR,,,,,8477465.0,,2020-01-05 23:27:55,slap,False,False,False
C. Sceviour,C,48.010415536631214,R,50.0,28.0,False,FLA,Shot,2,321.0,2019020654,8474098.0,2019020654_174,REGULAR,,,,,8477465.0,,2020-01-05 23:28:04,snap,False,False,False
B. Rust,RW,17.204650534085253,R,75.0,10.0,False,PIT,Shot,2,275.0,2019020654,8475810.0,2019020654_181,REGULAR,,,,,8476904.0,,2020-01-05 23:32:21,wrist,False,False,False
C. Sceviour,C,16.0,R,73.0,0.0,False,FLA,Shot,2,266.0,2019020654,8474098.0,2019020654_182,REGULAR,,,,,8477465.0,,2020-01-05 23:32:30,wrist,False,False,False
D. Simon,C,14.317821063276352,L,75.0,3.0,False,PIT,Shot,2,207.0,2019020654,8478866.0,2019020654_187,REGULAR,,,,,8476904.0,,2020-01-05 23:34:21,wrist,False,False,False
A. Barkov,C,40.049968789001575,L,49.0,-2.0,False,FLA,Shot,2,133.0,2019020654,8477493.0,2019020654_193,REGULAR,,,,,8477465.0,,2020-01-05 23:36:10,wrist,False,False,False
V. Trocheck,C,24.33105012119288,R,85.0,-24.0,False,FLA,Shot,2,77.0,2019020654,8476389.0,2019020654_197,REGULAR,,,,,8477465.0,,2020-01-05 23:37:36,wrist,False,False,False
M. Pettersson,D,34.0,L,59.0,16.0,False,PIT,Shot,2,31.0,2019020654,8477969.0,2019020654_201,REGULAR,,,,,8476904.0,,2020-01-05 23:38:56,slap,False,False,False
A. Barkov,C,42.63801121065568,L,56.0,-27.0,False,FLA,Shot,2,22.0,2019020654,8477493.0,2019020654_204,REGULAR,,,,,8477465.0,,2020-01-05 23:39:39,snap,False,False,False
J. Huberdeau,LW,27.31300056749533,L,78.0,-25.0,False,FLA,Shot,2,14.0,2019020654,8476456.0,2019020654_207,REGULAR,,,,,8477465.0,,2020-01-05 23:40:09,wrist,False,False,False
V. Trocheck,C,23.769728648009423,R,66.0,6.0,False,FLA,Shot,3,1187.0,2019020654,8476389.0,2019020654_213,REGULAR,,,,,8477465.0,,2020-01-05 23:59:09,snap,False,False,False
B. Rust,RW,10.44030650891055,R,79.0,-3.0,False,PIT,Shot,3,1174.0,2019020654,8475810.0,2019020654_214,REGULAR,,,,,8476904.0,,2020-01-05 23:59:23,tip-in,False,False,False
Z. Aston-Reese,C,32.2490309931942,L,73.0,28.0,False,PIT,Shot,3,1148.0,2019020654,8479944.0,2019020654_217,REGULAR,,,,,8476904.0,,2020-01-06 00:00:17,wrist,False,False,False
J. McCann,C,37.0,L,54.0,12.0,False,PIT,Missed Shot,3,1117.0,2019020654,8477955.0,2019020654_219,REGULAR,over net,,,,,,2020-01-06 00:00:48,,True,False,False
R. Stillman,D,58.137767414994535,L,37.0,26.0,False,FLA,Shot,3,1093.0,2019020654,8479388.0,2019020654_224,REGULAR,,,,,8477465.0,,2020-01-06 00:01:40,slap,False,False,False
A. Galchenyuk,LW,15.652475842498529,L,75.0,-7.0,False,PIT,Shot,3,1070.0,2019020654,8476851.0,2019020654_226,REGULAR,,,,,8476904.0,,2020-01-06 00:02:02,tip-in,False,False,False
J. Brown,D,149.45233353815524,R,-55.0,-40.0,False,FLA,Shot,3,993.0,2019020654,8477384.0,2019020654_228,REGULAR,,,,,8477465.0,,2020-01-06 00:03:24,wrist,False,False,False
N. Acciari,C,34.539832078341085,R,57.0,-13.0,False,FLA,Missed Shot,3,969.0,2019020654,8478569.0,2019020654_230,REGULAR,wide of net,,,,,,2020-01-06 00:03:44,,True,False,False
J. Huberdeau,LW,44.82186966202994,L,54.0,28.0,False,FLA,Shot,3,946.0,2019020654,8476456.0,2019020654_231,REGULAR,,,,,8477465.0,,2020-01-06 00:04:08,wrist,False,False,False
E. Malkin,C,78.02563681252464,L,11.0,2.0,False,PIT,Shot,3,893.0,2019020654,8471215.0,2019020654_238,REGULAR,,,,,8476904.0,,2020-01-06 00:06:21,wrist,False,False,False
A. Galchenyuk,LW,34.132096331752024,L,71.0,29.0,False,PIT,Shot,3,840.0,2019020654,8476851.0,2019020654_243,REGULAR,,,,,8476904.0,,2020-01-06 00:07:14,wrist,False,False,False
J. McCann,C,12.806248474865695,L,79.0,8.0,False,PIT,Shot,3,831.0,2019020654,8477955.0,2019020654_245,REGULAR,,,,,8476904.0,,2020-01-06 00:07:23,wrist,False,False,False
D. Toninato,C,13.45362404707371,L,79.0,9.0,False,FLA,Missed Shot,3,685.0,2019020654,8476952.0,2019020654_254,REGULAR,wide of net,,,,,,2020-01-06 00:09:50,,True,False,False
R. Stillman,D,57.24508712544685,L,38.0,26.0,False,FLA,Missed Shot,3,679.0,2019020654,8479388.0,2019020654_255,REGULAR,wide of net,,,,,,2020-01-06 00:09:55,,True,False,False
R. Stillman,D,46.87216658103186,L,43.0,9.0,False,FLA,Shot,3,673.0,2019020654,8479388.0,2019020654_256,REGULAR,,,,,8477465.0,,2020-01-06 00:10:02,wrist,False,False,False
M. Hoffman,LW,37.69615364994153,L,54.0,-14.0,True,FLA,Goal,3,668.0,2019020654,8474884.0,2019020654_257,REGULAR,,8478366.0,8479388.0,,8477465.0,8474884.0,2020-01-06 00:10:12,snap,False,False,False
