player_id,game_id,shots,goals,fo,fo_wins,takeaways,giveaways,name,team,pos
8475855,2019020381,2,0,0,0,0.0,1.0,J. Fast,NYR,RW
8477402,2019020381,1,0,0,0,1.0,2.0,P. Buchnevich,NYR,RW
8478427,2019020381,3,0,19,11,0.0,1.0,S. Aho,CAR,RW
8480830,2019020381,6,0,0,0,1.0,3.0,A. Svechnikov,CAR,RW
8481554,2019020381,2,0,0,0,2.0,0.0,K. Kakko,NYR,RW
8475225,2019020401,3,0,2,2,0.0,1.0,C. Smith,NSH,RW
8475798,2019020401,3,0,2,0,1.0,1.0,M. Granlund,NSH,RW
8475799,2019020401,0,0,0,0,1.0,0.0,N. Niederreiter,CAR,RW
8478427,2019020401,0,0,14,5,3.0,2.0,S. Aho,CAR,RW
8480830,2019020401,3,0,0,0,2.0,1.0,A. Svechnikov,CAR,RW
8471817,2019020427,2,0,1,0,0.0,1.0,R. Reaves,VGK,RW
8474190,2019020427,1,0,4,2,0.0,0.0,W. Simmonds,NJD,RW
8475151,2019020427,3,1,2,1,0.0,0.0,K. Palmieri,NJD,RW
8475191,2019020427,2,0,0,0,2.0,1.0,R. Smith,VGK,RW
8475913,2019020427,3,0,1,0,2.0,0.0,M. Stone,VGK,RW
8477949,2019020427,2,0,2,1,1.0,0.0,A. Tuch,VGK,RW
8475820,2019020434,4,1,0,0,2.0,0.0,J. Donskoi,COL,RW
8477501,2019020434,5,1,0,0,2.0,0.0,V. Nichushkin,COL,RW
8477953,2019020434,2,0,0,0,0.0,0.0,K. Kapanen,TOR,RW
8478420,2019020434,1,0,6,3,0.0,1.0,M. Rantanen,COL,RW
8481186,2019020434,2,0,0,0,1.0,0.0,L. O'Connor,COL,RW
8481624,2019020434,0,0,1,1,2.0,0.0,I. Mikheyev,TOR,RW
8470655,2019020438,2,0,1,0,0.0,1.0,D. Backes,BOS,RW
8474141,2019020438,5,0,0,0,1.0,0.0,P. Kane,CHI,RW
8475780,2019020438,1,1,4,1,0.0,1.0,C. Wagner,BOS,RW
8477956,2019020438,2,0,0,0,1.0,3.0,D. Pastrnak,BOS,RW
8479337,2019020438,3,1,0,0,1.0,1.0,A. DeBrincat,CHI,RW
8479423,2019020438,1,0,0,0,0.0,1.0,A. Nylander,CHI,RW
8473546,2019020449,1,0,0,0,1.0,0.0,M. Grabner,ARI,RW
8473548,2019020449,3,0,0,0,0.0,0.0,P. Kessel,ARI,RW
8475810,2019020449,1,0,0,0,1.0,0.0,B. Rust,PIT,RW
8476474,2019020449,1,0,0,0,1.0,0.0,S. Noesen,PIT,RW
8478856,2019020449,3,0,0,0,1.0,0.0,C. Garland,ARI,RW
8474161,2019020452,0,0,0,0,0.0,1.0,J. Voracek,PHI,RW
8477015,2019020452,3,0,0,0,1.0,1.0,C. Brown,OTT,RW
8474149,2019020457,3,1,0,0,1.0,2.0,E. Dadonov,FLA,RW
8474679,2019020457,1,0,0,0,0.0,0.0,G. Nyquist,CBJ,RW
8474715,2019020457,3,0,1,0,0.0,0.0,C. Atkinson,CBJ,RW
8475792,2019020457,2,1,0,0,0.0,1.0,B. Connolly,FLA,RW
8476981,2019020457,3,0,3,1,0.0,1.0,J. Anderson,CBJ,RW
8477416,2019020457,4,0,0,0,1.0,1.0,O. Bjorkstrand,CBJ,RW
8473564,2019020471,3,1,0,0,0.0,0.0,M. Frolik,CGY,RW
8475820,2019020471,3,1,0,0,1.0,0.0,J. Donskoi,COL,RW
8477501,2019020471,2,1,0,0,0.0,0.0,V. Nichushkin,COL,RW
8478420,2019020471,4,0,0,0,2.0,0.0,M. Rantanen,COL,RW
8475780,2019020488,0,0,5,3,0.0,0.0,C. Wagner,BOS,RW
8476439,2019020488,1,0,0,0,0.0,0.0,B. Ritchie,BOS,RW
8476453,2019020488,3,0,1,0,1.0,0.0,N. Kucherov,TBL,RW
8477956,2019020488,3,0,1,0,0.0,1.0,D. Pastrnak,BOS,RW
8474679,2019020490,1,0,1,0,1.0,0.0,G. Nyquist,CBJ,RW
8474715,2019020490,2,0,0,0,0.0,1.0,C. Atkinson,CBJ,RW
8475810,2019020490,6,1,1,0,2.0,0.0,B. Rust,PIT,RW
8476474,2019020490,1,0,0,0,0.0,0.0,S. Noesen,PIT,RW
8477416,2019020490,3,0,1,0,0.0,0.0,O. Bjorkstrand,CBJ,RW
8471698,2019020507,1,1,1,0,0.0,0.0,T. Oshie,WSH,RW
8476453,2019020507,2,0,0,0,0.0,1.0,N. Kucherov,TBL,RW
8476880,2019020507,4,1,1,0,2.0,1.0,T. Wilson,WSH,RW
8477903,2019020507,2,1,0,0,0.0,0.0,G. Hathaway,WSH,RW
8478472,2019020507,0,0,0,0,1.0,0.0,M. Joseph,TBL,RW
8471218,2019020515,3,1,18,14,1.0,0.0,B. Wheeler,WPG,RW
8474161,2019020515,1,0,0,0,0.0,0.0,J. Voracek,PHI,RW
8476400,2019020515,1,1,0,0,0.0,0.0,L. Shaw,WPG,RW
8477979,2019020515,1,0,1,0,0.0,1.0,N. Aube-Kubel,PHI,RW
8478436,2019020515,0,0,0,0,1.0,0.0,D. Kase,PHI,RW
8479339,2019020515,4,1,0,0,0.0,0.0,P. Laine,WPG,RW
8474149,2019020519,1,0,0,0,0.0,4.0,E. Dadonov,FLA,RW
8475792,2019020519,1,0,0,0,0.0,1.0,B. Connolly,FLA,RW
8477015,2019020519,2,0,0,0,0.0,0.0,C. Brown,OTT,RW
8475848,2019020532,5,0,1,0,2.0,2.0,B. Gallagher,MTL,RW
8476469,2019020532,0,0,0,0,3.0,0.0,J. Armia,MTL,RW
8477937,2019020532,2,0,0,0,2.0,0.0,J. Virtanen,VAN,RW
8478444,2019020532,3,0,0,0,1.0,0.0,B. Boeser,VAN,RW
8471426,2019020537,1,0,0,0,1.0,1.0,T. Brouwer,STL,RW
8475163,2019020537,2,0,0,0,0.0,0.0,A. Chiasson,EDM,RW
